record_key,name,sort_name,name_latin,name_variants,entry_kind,born,died,dates_display,roles,role_groups,era,seat,seat_lat,seat_lon,seat_basis,letters_sent,letters_received,epistolarium_keys,hven_visits,itinerary_stays,objects,viaf,sources
COR_EHRENFRIED_FREIHERR_VON_,Ehrenfried Freiherr von Minckwitz,"Minckwitz, Ehrenfried von",,Baron Ehrenfried von Minckwitz,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Ehrenfried Freiherr von Minckwitz,0,5,0,,S_EPISTOLARIUM
COR_VINCENT_MOLLER,Vincent Moller,"Moller, Vincent",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,1,Vincent Moller,0,0,0,,S_EPISTOLARIUM
MONAU,Jacob Monau (Monavius),"Monau, Jacob (Monavius)",,Jacob Monavius; Jakob Monau; Jacob Monaw (Monavius); Jakob Monau (Monavius),person,1546,1603,,intermediary; owner; correspondent,"Correspondents only; Editors, owners and scholars",contemporary,Wrocław,51.108,17.039,Silesian intermediary (Breslau),3,2,Jacob Monavius,0,1,0,,S_GINGERICH_WESTMAN; S_THESAURUS; S_EPISTOLARIUM
COR_MORITZ_LANDGREVE_AF_HESS,"Moritz, Landgrave of Hesse-Kassel","Moritz, Landgrave of Hesse-Kassel",,"Moritz, landgreve af Hessen-Kassel",person,,,,correspondent,Correspondents only,contemporary,,,,,1,5,"Moritz, landgreve af Hessen-Kassel",0,1,1,,S_EPISTOLARIUM
MORSING,Elias Olsen Morsing,"Morsing, Elias Olsen",,,person,,1590,,assistant; author,Observers and assistants; Correspondents only,contemporary,Hven,55.907,12.696,Uraniborg assistant,0,0,,1,2,2,,S_CHRISTIANSON; S_THESAURUS
COR_CLAUS_MULE,Claus Mule,"Mule, Claus",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Claus Mule,0,5,0,,S_EPISTOLARIUM
COR_JOHANNES_MÜLLER,Johannes Müller,"Müller, Johannes",,Johann Muller,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Johannes Müller,0,5,0,,S_EPISTOLARIUM
NIELSEN_L,Lauritz Nielsen,"Nielsen, Lauritz",,,person,1881,1947,,scholar; source,"Editors, owners and scholars",afterlife,Copenhagen,55.676,12.568,Danish bibliographer (Royal Library),0,0,,0,0,0,,S_DBL; S_THESAURUS
DEOHR,Philip de Ohr,"Ohr, Philip de",,Philipp von Ohr,person,,,,printer,The book trade,contemporary,Hamburg,53.55,9.99,printer of the Mechanica (Wandsbek/Hamburg),0,0,,0,1,2,,S_NIELSEN1921; S_THESAURUS
COR_JOHANNES_OSWALDUS,Johannes Oswaldus,"Oswaldus, Johannes",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Johannes Oswaldus,0,0,0,,S_EPISTOLARIUM
FAM_HANS_VON_PASCHEN,Hans von Paschen,"Paschen, Hans von",,,person,,,,craftsman,Builders and craftsmen,contemporary,Hven,55.907,12.696,master-builder of Uraniborg,0,0,,0,0,0,,S_JERN; S_BECKETT
FAM_RASMUS_PEDERSEN,Rasmus Pedersen,"Pedersen, Rasmus",,,person,,,,antagonist,Scientific peers and rivals,contemporary,,,,,0,0,,0,1,0,,S_KB_BREVBOGER; S_FRIIS1875
FAM_CHRISTOFFER_PEPELER,Christoffer Pepeler,"Pepeler, Christoffer",,,person,,,,associate,Scientific peers and rivals,contemporary,,,,,0,0,,0,0,0,,S_KB_BREVBOGER
COR_SIMON_VON_PETKUM,Simon von Petkum,"Petkum, Simon von",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,1,Simon von Petkum,0,0,0,,S_EPISTOLARIUM
COR_CASPAR_PEUCER,Caspar Peucer,"Peucer, Caspar",,,person,1525,1602,,astronomer; correspondent,Scientific peers and rivals; Correspondents only,contemporary,Wittenberg,51.866,12.648,Wittenberg mathematician,1,2,Caspar Peucer,0,3,1,,S_EPISTOLARIUM
COR_VINCENZIO_PINELLI,Vincenzio Pinelli,"Pinelli, Vincenzio",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Vincenzio Pinelli,0,0,0,,S_EPISTOLARIUM
COR_JOHANNES_ISACIUS_PONTANU,Johannes Isacius Pontanus,"Pontanus, Johannes Isacius",,Johannes Isaksen Pontanus; Johannes Pontanus,person,,,,correspondent,Correspondents only,contemporary,,,,,2,2,Johannes Pontanus; Johannes Isacius Pontanus; Johannes Isaksen Pontanus,0,0,0,,S_EPISTOLARIUM
PRATENSIS,Johannes Pratensis,"Pratensis, Johannes",,,person,1543,1576,,friend; former-owner,"Family and friends; Editors, owners and scholars",contemporary,Copenhagen,55.676,12.568,"royal physician, Tycho's friend",4,2,Johannes Pratensis,0,8,2,,S_CHRISTIANSON; S_NIELSEN1921; S_THESAURUS; S_EPISTOLARIUM
PRUSKOVSKY,Ulrich Desiderius Pruskovský von Pruskov,"Pruskovský von Pruskov, Ulrich Desiderius",,Ulrich Desiderius Pruskowski; Pruskovský (Prussinowsky) von Pruskow,person,,,,patron; dedicatee,Patrons and dedicatees,contemporary,Prague,50.075,14.438,Bohemian/Moravian noble patron,0,0,,0,1,1,,S_CROSSROADS; S_THESAURUS
COR_HENRIK_RAMEL,Henrik Ramel,"Ramel, Henrik",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Henrik Ramel,1,0,0,,S_EPISTOLARIUM
COR_HENRIK_RANTZAU,Henrik Rantzau,"Rantzau, Henrik",Henricus Ranzovius,Heinrich Rantzau; Henricus Ranzovius,person,1526,1598,,patron; correspondent,Patrons and dedicatees; Correspondents only,contemporary,Segeberg,53.93,10.31,Holstein statesman; hosted Tycho at Wandsbek,1,14,Henrik Rantzau,1,6,3,17231124,S_EPISTOLARIUM
REINHOLD,Erasmus Reinhold,"Reinhold, Erasmus",,,person,1511,1553,,astronomer; former-owner,"Scientific peers and rivals; Editors, owners and scholars",predecessor,Wittenberg,51.866,12.648,Wittenberg astronomer (Prutenic Tables),0,0,,0,0,0,,S_DREYER; S_THESAURUS
RHODIUS,Ambrosius Rhodius,"Rhodius, Ambrosius",,,person,,1633,,assistant; mathematician,Observers and assistants; Scientific peers and rivals,afterlife,,,,,0,0,,0,1,0,,S_FRIIS_DM1873
COR_LUDOLF_RIDDERSHUSEN,Ludolf Riddershusen,"Riddershusen, Ludolf",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,1,Ludolf Riddershusen,0,0,0,,S_EPISTOLARIUM
COR_SIGFRID_RINDSCHAT,Sigfrid Rindschat,"Rindschat, Sigfrid",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Sigfrid Rindschat,0,1,0,,S_EPISTOLARIUM
COR_GEORG_ROLLENHAGEN,Georg Rollenhagen,"Rollenhagen, Georg",,,person,1542,1609,,correspondent,Correspondents only,contemporary,Magdeburg,52.12,11.627,"German poet, Magdeburg",5,2,Georg Rollenhagen,0,1,0,,S_EPISTOLARIUM
COR_HOLGER_ROSENKRANTZ,Holger Rosenkrantz,"Rosenkrantz, Holger",,,person,1574,1642,,patron; correspondent,Patrons and dedicatees; Correspondents only,contemporary,Copenhagen,55.676,12.568,Danish noble and theologian,3,22,Holger Rosenkrantz,2,5,0,,S_EPISTOLARIUM
COR_OLUF_ROSENSPARRE,Oluf Rosensparre,"Rosensparre, Oluf",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Oluf Rosensparre,2,1,0,,S_EPISTOLARIUM
COR_CHRISTOPHER_ROTHMANN,Christoph Rothmann,"Rothmann, Christoph",Christophorus Rotmannus,Christopher Rothmann,person,1555,1605,,astronomer; correspondent,Scientific peers and rivals; Correspondents only,contemporary,Kassel,51.313,9.48,court mathematician at Kassel,10,12,Christopher Rothmann,2,2,1,54259697,S_EPISTOLARIUM
RUDOLF2,"Rudolf II, Holy Roman Emperor","Rudolf II, Holy Roman Emperor",,Rudolf 2.; Kejser Rudolf II; Rudolf II; Emperor Rudolf II,person,1552,1612,,patron; dedicatee; correspondent,Patrons and dedicatees; Correspondents only,contemporary,Prague,50.075,14.438,"Holy Roman Emperor, Prague court",1,5,Rudolf 2.,0,10,9,,S_DREYER; S_CROSSROADS; S_THESAURUS; S_EPISTOLARIUM
COR_GELLIUS_SASCERIDES,Gellius Sascerides,"Sascerides, Gellius",,,person,,,,assistant; antagonist,Observers and assistants; Scientific peers and rivals,contemporary,,,,,0,2,Gellius Sascerides,7,10,0,,S_DREYER; S_RORDAM_DM1873; S_KB_BREVBOGER; S_EPISTOLARIUM
COR_THOMAS_SAVILE,Thomas Savile,"Savile, Thomas",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Thomas Savile,0,0,0,,S_EPISTOLARIUM
COR_JOSEPH_JUSTUS_SCALIGER,Joseph Justus Scaliger,"Scaliger, Joseph Justus",,Joseph Scaliger,person,,,,correspondent,Correspondents only,contemporary,Leiden,52.16,4.497,Leiden scholar,2,4,Joseph Justus Scaliger,0,0,0,,S_EPISTOLARIUM
COR_EBERHARD_SCHELE,Eberhard Schele,"Schele, Eberhard",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Eberhard Schele,0,0,0,,S_EPISTOLARIUM
COR_BARTHOLOMAEUS_SCULTETUS,Bartholomaeus Scultetus,"Scultetus, Bartholomaeus",,Bartholomæus Scultetus; Bartholomew Schultz (Scultetus),person,,,,correspondent,Correspondents only,contemporary,,,,,0,5,Bartholomaeus Scultetus,0,3,0,,S_EPISTOLARIUM
COR_PETRUS_SEVERINUS,Petrus Severinus,"Severinus, Petrus",,Peder Sorensen (Severinus); Peder Sørensen,person,,,,correspondent,Correspondents only,contemporary,Copenhagen,55.676,12.568,"Danish royal physician, Paracelsian",0,2,Petrus Severinus,0,1,0,,S_EPISTOLARIUM
COR_DRONNING_SOPHIE,"Sophie of Mecklenburg, Queen of Denmark","Sophie of Mecklenburg, Queen of Denmark",,Queen Sophie; Dronning Sophie; Queen Sophie of Denmark,person,,,,correspondent,Correspondents only,contemporary,Copenhagen,55.676,12.568,"Queen, then Queen Dowager, of Denmark",4,0,Dronning Sophie,2,2,0,,S_EPISTOLARIUM
COR_ERIK_SPARRE,Erik Sparre,"Sparre, Erik",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Erik Sparre,0,1,0,,S_EPISTOLARIUM
FAM_HANS_VAN_STENWINKEL_ELDER,Hans van Stenwinkel the Elder,"Stenwinkel, Hans van, the Elder",,Hans van Steenwinckel; Hans van Steenwinkel,person,1545,1601,,craftsman,Builders and craftsmen,contemporary,Hven,55.907,12.696,architect of Uraniborg's interior and Stjerneborg,0,0,,0,3,1,,S_JERN; S_BECKETT
COR_JOACHIM_STRALENDORFF,Joachim Stralendorff,"Stralendorff, Joachim",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Joachim Stralendorff,0,0,0,,S_EPISTOLARIUM
COR_CHRISTOPH_STURTZ,Christoph Sturtz,"Sturtz, Christoph",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,2,Christoph Sturtz,0,0,0,,S_EPISTOLARIUM
COR_JOHANNES_STYGGE,Johan Stygge,"Stygge, Johan",,Johannes Stygge; Hans Stygge,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Johannes Stygge,0,0,0,,S_EPISTOLARIUM
TAMPACH,Gottfried Tampach,"Tampach, Gottfried",,,person,,,,publisher,The book trade,contemporary,Frankfurt,50.111,8.682,Frankfurt publisher (posthumous re-issues),0,0,,0,0,3,,S_NIELSEN1921; S_THESAURUS
COR_FRIEDRICH_TAUBMANN,Friedrich Taubmann,"Taubmann, Friedrich",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Friedrich Taubmann,0,1,0,,S_EPISTOLARIUM
COR_JOHANN_TAUCHMANN,Johann Tauchmann,"Tauchmann, Johann",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Johann Tauchmann,0,1,0,,S_EPISTOLARIUM
COR_FRANS_TENGNAGEL,Frans Tengnagel,"Tengnagel, Frans",,Frans Gansneb genannt Tengnagel; Franz Gansneb Tengnagel,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Frans Tengnagel,0,9,0,,S_EPISTOLARIUM
FAM_BIRGITTE_THOTT,Birgitte Thott,"Thott, Birgitte",,,person,1610,1662,,scholar,"Editors, owners and scholars",afterlife,Sorø,55.432,11.554,learned noblewoman; lived and is buried at Sorø,0,0,,0,0,0,,S_ELLEFSEN
COR_TAGE_OTTESEN_THOTT,Tage Ottesen Thott,"Thott, Tage Ottesen",,,person,,,,correspondent; family,Correspondents only; Family and friends,contemporary,,,,,1,1,Tage Ottesen Thott,0,0,1,,S_EPISTOLARIUM
COR_ULRICH_3,"Ulrich III, Duke of Mecklenburg","Ulrich III, Duke of Mecklenburg",,"Ulrich 3., hertug af Mecklenburg; Ulrich, Duke of Mecklenburg; Duke Ulrich III of Mecklenburg",person,,,,patron; correspondent,Patrons and dedicatees; Correspondents only,contemporary,Güstrow,53.797,12.176,Duke of Mecklenburg,7,6,"Ulrich 3., hertug af Mecklenburg",1,2,0,,S_EPISTOLARIUM
ULRIK,"Ulrik, Prince of Denmark","Ulrik, Prince of Denmark",,Prince Ulrik of Denmark; Prince Ulrik,person,1578,1624,,subject,Patrons and dedicatees,contemporary,,,,,0,0,,0,0,2,,S_CROSSROADS; S_GIGAS; S_THESAURUS
COR_UKENDT_DANSK_STUDERENDE,An unknown Danish student,Unknown Danish student,,Ukendt dansk studerende,unnamed,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Ukendt dansk studerende,0,0,0,,S_EPISTOLARIUM
COR_UKENDT_MEDICINSK_DOKTOR,An unknown doctor of medicine,Unknown doctor of medicine,,Ukendt medicinsk doktor,unnamed,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Ukendt medicinsk doktor,0,0,0,,S_EPISTOLARIUM
COR_ANONYMUS,Unnamed correspondents (Anonymus),Unnamed correspondents,,anonymus; Anonymus,unnamed,,,,correspondent,Correspondents only,contemporary,,,,,0,7,Anonymus,0,0,0,,S_EPISTOLARIUM
COR_AN_ANONYMOUS_LADY,An unnamed lady,Unnamed lady,,An anonymous lady,unnamed,,,,correspondent,Correspondents only,contemporary,,,,,0,1,An anonymous lady,0,0,0,,S_EPISTOLARIUM
COR_KRISTOFFER_VALKENDORF,Christoffer Valkendorf,"Valkendorf, Christoffer",,Christoffer Walkendorff; Christoffer Walkendorf; Kristoffer Valkendorf,person,,,,correspondent,Correspondents only,contemporary,,,,,0,2,"Kristoffer Valkendorf; Christoffer Valkendorf, Christian Friis",0,2,0,,S_EPISTOLARIUM
COR_ANDERS_SØRENSEN_VEDEL,Anders Sørensen Vedel,"Vedel, Anders Sørensen",,Anders Sorensen Vedel; Andreas Severinus Velleius,person,1542,1616,,correspondent,Correspondents only,contemporary,Ribe,55.328,8.766,"Danish historian, Ribe",0,12,Anders Sørensen Vedel,1,13,1,,S_EPISTOLARIUM
COR_JON_JACOBSEN_VENUSINUS,Jon Jacobsen Venusinus,"Venusinus, Jon Jacobsen",,Jon Venusin,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Jon Jacobsen Venusinus,1,4,0,,S_EPISTOLARIUM
COR_MIKKEL_VIBE,Mikkel Vibe,"Vibe, Mikkel",,,person,,,,correspondent,Correspondents only,contemporary,,,,,1,0,Mikkel Vibe,0,0,0,,S_EPISTOLARIUM
VINGAARD,Mads Vingaard (Matthias Vinitor),"Vingaard, Mads (Matthias Vinitor)",,,person,,,,printer,The book trade,contemporary,Copenhagen,55.676,12.568,Copenhagen printer,0,0,,0,1,1,,S_NIELSEN1921; S_THESAURUS
WEIDA,Christopher Weida,"Weida, Christopher",,,person,,,,printer,The book trade,contemporary,,,,,0,0,,0,0,1,,S_NIELSEN1921; S_THESAURUS
COR_WILHELM_4_LANDGREVE_AF_H,"Wilhelm IV, Landgrave of Hesse-Kassel","Wilhelm IV, Landgrave of Hesse-Kassel",,,person,1532,1592,,patron; astronomer; correspondent,Patrons and dedicatees; Scientific peers and rivals; Correspondents only,contemporary,Kassel,51.313,9.48,Landgrave of Hesse-Kassel,13,10,"Wilhelm 4., landgreve af Hessen-Kassel",0,2,1,,S_EPISTOLARIUM
COR_VITUS_WINSHEMIUS,Vitus Winshemius,"Winshemius, Vitus",,Veit Winsheim,person,,,,correspondent,Correspondents only,contemporary,,,,,2,4,Vitus Winshemius; Veit Winsheim,0,0,0,,S_EPISTOLARIUM
COR_THE_DEAN_AND_DOCTORS_AT_,The Dean and Doctors of the Faculty of Medicine at Wittenberg,"Wittenberg, Faculty of Medicine (Dean and Doctors)",,The dean and doctors at the college of medicine i Wittenberg,body,,,,correspondent,Correspondents only,contemporary,,,,,0,1,The dean and doctors at the college of medicine i Wittenberg,0,0,0,,S_EPISTOLARIUM
WITTICH,Paul Wittich,"Wittich, Paul",,Paulus Wittichius,person,1546,1586,,astronomer; annotator,Scientific peers and rivals,contemporary,Wrocław,51.108,17.039,Silesian astronomer (Breslau),0,0,,0,2,4,,S_GINGERICH_WESTMAN; S_THESAURUS
COR_HIERONYMUS_WOLF,Hieronymus Wolf,"Wolf, Hieronymus",,,person,1516,1580,,correspondent,Correspondents only,contemporary,Augsburg,48.37,10.898,Augsburg humanist,6,1,Hieronymus Wolf,0,2,0,,S_EPISTOLARIUM
COR_GEORG_VON_WOLFRAMSDORF,Georg von Wolframsdorf,"Wolframsdorf, Georg von",,,person,,,,correspondent,Correspondents only,contemporary,,,,,0,1,Georg von Wolframsdorf,0,0,0,,S_EPISTOLARIUM
COR_PETER_YOUNG,Peter Young,"Young, Peter",,,person,1544,1628,,correspondent,Correspondents only,contemporary,Edinburgh,55.953,-3.188,"tutor to James VI, Scotland",1,6,Peter Young,0,0,0,,S_EPISTOLARIUM
HASENBURG,Jan Zbyněk Zajíc z Házmburka (Johann von Hasenburg),"Zajíc z Házmburka, Jan Zbyněk (Johann von Hasenburg)",,,person,1565,1616,,patron; dedicatee,Patrons and dedicatees,contemporary,Prague,50.075,14.438,Bohemian noble patron,0,0,,0,0,1,,S_DREYER; S_CROSSROADS; S_THESAURUS
