record_key,date,date_precision,calendar,kind,direction,sender,recipient,place,language,language_detail,period,edition_of_record,tboo_volume,tboo_page_first,tboo_page_last,witness_class,witness_lines,translation_grade,collated,hven_kassel,concerns_press,abstract,tekstnet_url,letter_page
brahe-t_15900223001,1590-02-23,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,"Latin, with German address line",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,224,228,unmarked-only,1,A,yes,no,yes,"Sends a letter via the approaching Frankfurt fair, with little new substance to report but unwilling to let the occasion pass without writing.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900223001/,letters/brahe-t_15900223001.html
brahe-t_15900223002,1590-02-23,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,202,204,none,0,C,no,yes,yes,"Chides Rothmann for slow replies and reports that printing of his first volume is nearly finished, with the third and final part now in press.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900223002/,letters/brahe-t_15900223002.html
brahe-t_15900228001,1590-02-28,day,os,letter,to,John Craig,Tycho Brahe,Edinburgh,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,239,242,unmarked-only,1,A,yes,no,no,"Reports hearing from Fuller about Tycho's reception and his reply to Craig's first letter, and declares willingness to yield to Tycho's demonstrations if they prove sound.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900228001/,letters/brahe-t_15900228001.html
brahe-t_15900306001,1590-03-06,day,os,letter,to,"Sophie of Mecklenburg, Queen of Denmark",Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,51,52,unmarked-only,1,A,yes,no,no,Acknowledges Tycho's work in astronomy and the construction of Uraniborg under the late King Frederick's patronage; the letter's rubric identifies it as concerning Tycho's children.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900306001/,letters/brahe-t_15900306001.html
brahe-t_15900401001,1590-04-01,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,204,205,none,0,B,no,yes,yes,"Reports a new, pale comet now visible and sends observations, citing the Landgrave's known interest in such phenomena from the comet of five years before.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900401001/,letters/brahe-t_15900401001.html
brahe-t_15900402001,1590-04-02,day,os,letter,from,Tycho Brahe,Henrik Rantzau,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,242,243,unmarked-only,1,A,yes,no,yes,"Apologizes for delay, reports the inquiry into the Stures' arms via his sister Sophia and Lady Gørvel still unsatisfied, and promises to write when resolved.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900402001/,letters/brahe-t_15900402001.html
brahe-t_15900418001,1590-04-18,day,os,letter,to,Christoph Rothmann,Tycho Brahe,Kassel,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,213,217,none,0,B,no,yes,yes,Excuses his delayed reply by describing two years of severe illness — gout and kidney stones — which so weakened him that he could barely trace a letter.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900418001/,letters/brahe-t_15900418001.html
brahe-t_15900501001,1590-05-01,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,243,244,unmarked-only,1,A,yes,no,yes,"Acknowledges receipt of three letters including the Apologia, promises a full reply via courier Curtius, and requests specimen models of the sextant and armillae.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900501001/,letters/brahe-t_15900501001.html
brahe-t_15900515001,1590-05-15,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,211,212,none,0,B,no,yes,yes,"Explains his silence by Rothmann's illness and his own advancing age, lamenting that mathematical studies he once pursued eagerly are now barely comprehensible to him.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900515001/,letters/brahe-t_15900515001.html
brahe-t_15900611001,1590-06-11,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,244,255,unmarked-only,2,A,yes,no,yes,"Praises Tycho's letter for its warm recollection of their friendship and learned astronomical disquisition, which he found entirely welcome rather than over-long.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900611001/,letters/brahe-t_15900611001.html
brahe-t_15900628001,1590-06-28,day,ns,letter,to,Jacob Kurz,Tycho Brahe,Prague,Latin,Latin,hven,"Brahe, Astronomiae instauratae mechanica (Wandsbek 1598)",V,118,122,none,0,A,yes,no,no,"Thanks Tycho for his letter, declares long-standing admiration for his writings, and describes an earnest desire to visit in person, prevented only by Imperial duty.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900628001/,letters/brahe-t_15900628001.html
brahe-t_15900718001,1590-07-18,day,os,letter,to,"Sophie of Mecklenburg, Queen of Denmark",Tycho Brahe,Kolding,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,52,53,unmarked-only,1,A,yes,no,no,"Demands repayment of a 1,000-daler loan already twice overdue and orders payment at the current Diet in Kolding without further delay.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900718001/,letters/brahe-t_15900718001.html
brahe-t_15900801001,1590-08-01,day,os,letter,from,Tycho Brahe,Jacob Kurz,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,256,262,unmarked-only,1,A,yes,no,no,Thanks Kurz for procuring the Imperial Privilege on his behalf and for writing so luminous a reply despite heavy duties of public administration.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900801001/,letters/brahe-t_15900801001.html
brahe-t_15900803001,1590-08-03,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,262,275,unmarked-only,2,A,yes,no,yes,"Reports receipt of the new Imperial Privilege via Prague courier, thanks Hagecius for moving Curtius to obtain it, and notes a lost transcript of the Gallican privilege.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900803001/,letters/brahe-t_15900803001.html
brahe-t_15900809001,1590-08-09,day,os,letter,to,"Sophie of Mecklenburg, Queen of Denmark",Tycho Brahe,Kolding,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,53,54,unmarked-only,1,A,yes,no,no,"Grants a further extension on Tycho's 1,000-daler debt to fourteen days after Michaelmas while insisting on payment by that date without further delay or neglect.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900809001/,letters/brahe-t_15900809001.html
brahe-t_15900911001,1590-09-11,day,ns,letter,to,Giovanni Antonio Magini,Tycho Brahe,Bologna,Latin,Latin,hven,"Brahe, Astronomiae instauratae mechanica (Wandsbek 1598)",V,124,126,none,0,A,yes,no,yes,"Thanks Tycho for sending his book via a Danish student, notes the rarity of Danish publications in Italy, and welcomes the ensuing opportunity for scholarly exchange.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15900911001/,letters/brahe-t_15900911001.html
brahe-t_15901000001,1590-10-00,month,unmarked,letter,from,Tycho Brahe,Gellius Sascerides,,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,278,282,copies-only,1,A,yes,no,no,"Notes Magini's approval of his book, discusses his promise to amend planetary tables, and cites a half-degree tabular error in the Sun at the vernal equinox.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901000001/,letters/brahe-t_15901000001.html
brahe-t_15901001001,1590-10-01,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,222,224,none,0,B,no,yes,yes,Reports Rothmann's arrival at Uraniborg with Wilhelm's letter and acknowledges the reasons given for the long interruption in correspondence.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901001001/,letters/brahe-t_15901001001.html
brahe-t_15901005001,1590-10-05,day,os,letter,from,Tycho Brahe,Anders Sørensen Vedel,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,275,276,copies-only,1,A,yes,no,yes,"Chides Vedel for long silence, reports the press stands idle for lack of paper, and asks help finding a skilled papermaker for the new Uraniborg mill.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901005001/,letters/brahe-t_15901005001.html
brahe-t_15901021001,1590-10-21,day,os,letter,from,Tycho Brahe,Joachim Camerarius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,276,278,unmarked-only,1,A,yes,no,yes,Welcomes news that the second book of the Phaenomenon did not displease Camerarius and that it has been forwarded to Vincenzo Pinelli at Padua.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901021001/,letters/brahe-t_15901021001.html
brahe-t_15901027001,1590-10-27,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,282,283,copies-only,1,A,yes,no,no,"Asks Young to convey thanks for the royal visit to Uraniborg and to solicit a privilege for the typographical labors, while chiding him for long silence.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901027001/,letters/brahe-t_15901027001.html
brahe-t_15901201001,1590-12-01,day,os,letter,from,Tycho Brahe,Thomas Savile,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,283,285,unmarked-only,1,A,yes,no,no,"Acknowledges Savile's letter forwarded via Winsheim, welcomes the correspondence of learned men from across Europe, and notes that English visitors have previously come to Uraniborg.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901201001/,letters/brahe-t_15901201001.html
brahe-t_15901201002,1590-12-01,day,os,letter,from,Tycho Brahe,Jacob Kurz,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,285,288,draft-only,1,A,yes,no,no,"Reports a plan to have the latitudes and longitudes of principal European places determined by dispatching instruments and observers, with a man to be sent shortly.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901201002/,letters/brahe-t_15901201002.html
brahe-t_15901201003,1590-12-01,day,os,letter,from,Tycho Brahe,Giovanni Antonio Magini,Hven,Latin,Latin,hven,"Magini, Tabulae primi mobilis (Venice 1604)",VII,289,299,none,0,A,yes,no,yes,"Acknowledges Magini's receipt of the second book of De mundi aetherei recentioribus phaenomenis through Gellius Sascerides and notes the letter from Bologna, received 24 November.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901201003/,letters/brahe-t_15901201003.html
brahe-t_15901207001,1590-12-07,day,os,letter,from,Tycho Brahe,Henrik Rantzau,Hven,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,299,301,unmarked-only,1,A,yes,no,yes,"Presses Rantzau for help procuring a papermaker needed to resume printing at Uraniborg, naming specifically a Caspar who may be working at Rantzau's mill.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901207001/,letters/brahe-t_15901207001.html
brahe-t_15901208001,1590-12-08,day,os,letter,from,Tycho Brahe,Bartholomaeus Scultetus,Hven,Latin,Latin,hven,Singularia historico-literaria Lusatica (Leipzig 1736–),VII,300,302,none,0,A,yes,no,no,"Reports that printing is stalled because the papermaker sent to Germany has absconded, leaving the Uraniborg mill idle and the first volume delayed.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15901208001/,letters/brahe-t_15901208001.html
brahe-t_15910000001,1591-00-00,year,os,letter,from,Tycho Brahe,Gellius Sascerides,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,304,307,unmarked-only,1,A,yes,no,no,"Instructs Gellius and Magini on conducting solar, stellar, and lunar observations at Padua to determine the meridian difference with Uraniborg and to fix principles of atmospheric refraction.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910000001/,letters/brahe-t_15910000001.html
brahe-t_15910000002,1591-00-00,year,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,318,326,unmarked-only,2,A,yes,no,yes,Acknowledges Hagecius's acceptance of Tycho's replies to his astronomical objections and praises his candor in conceding rather than defending untenable positions.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910000002/,letters/brahe-t_15910000002.html
brahe-t_15910203001,1591-02-03,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switches",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,224,225,none,0,B,no,yes,yes,"Asks Tycho to write about conditions in Denmark and to share fixed-star observations for comparison with Kassel's, and mentions a reported unusual animal.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910203001/,letters/brahe-t_15910203001.html
brahe-t_15910209001,1591-02-09,day,os,letter,third,"Wilhelm IV, Landgrave of Hesse-Kassel",Christoph Rothmann,Kassel,German,"German, with Latin code-switching",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,54,55,unmarked-only,1,A,yes,yes,yes,"Acknowledges Rothmann's report of prolonged illness and the sketch of Tycho's observatory, wishes him recovery, and cautions that the ailments should not be self-inflicted by excess.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910209001/,letters/brahe-t_15910209001.html
brahe-t_15910401001,1591-04-01,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,226,230,none,0,B,no,yes,yes,"Defends himself against Wilhelm's complaint of sparse correspondence by noting that earlier letters with comet observations were apparently never received, as Rothmann was also unaware of them.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910401001/,letters/brahe-t_15910401001.html
brahe-t_15910522001,1591-05-22,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switching",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,230,232,none,0,B,no,yes,yes,"Welcomes news that the first volume of De recentioribus coeli Phaenomenis is in press, noting particular interest in the fixed-star content, and inquires about Rothmann's welfare.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910522001/,letters/brahe-t_15910522001.html
brahe-t_15910621001,1591-06-21,day,os,letter,from,Tycho Brahe,Anders Christensen,Hven,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,55,57,original,1,A,yes,no,no,Asks the Rector to convene Niels Krag and Niels Colding before colleagues to give sworn attestation before Tycho's bailiff regarding events witnessed on Tycho's behalf.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910621001/,letters/brahe-t_15910621001.html
brahe-t_15910801001,1591-08-01,day,ns,letter,to,Giovanni Antonio Magini,Tycho Brahe,Padua,Latin,Latin,hven,"Magini, Tabulae primi mobilis (Venice 1604)",VII,302,304,none,0,A,yes,no,yes,"Reports that the requested Padua observations of the pole and stellar meridian altitudes remain unconducted due to unsuitable conditions, and announces a dedicated work shortly to be sent.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910801001/,letters/brahe-t_15910801001.html
brahe-t_15910829001,1591-08-29,day,ns,letter,to,Thaddaeus Hagecius,Tycho Brahe,Prague,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,303,305,unmarked-only,1,A,yes,no,yes,"Concedes complete defeat in the astronomical disputation with Tycho, reports distributing copies of Tycho's portrait among friends including Curtius who forwarded one to Bavaria.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910829001/,letters/brahe-t_15910829001.html
brahe-t_15910830001,1591-08-30,day,os,letter,to,"Christian IV, King of Denmark",Tycho Brahe,Copenhagen,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,60,60,unmarked-only,1,A,yes,no,no,"Orders Tycho to repair the Chapel of the Three Holy Kings at Roskilde Cathedral before winter, invoking obligations in his letter of enfeoffment.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910830001/,letters/brahe-t_15910830001.html
brahe-t_15910831001,1591-08-31,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switches",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,239,240,none,0,B,no,yes,yes,"Requests the elk Tycho promised, wanting it as a companion for his deer-park elk, and offers Zapfenburger wine in return.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910831001/,letters/brahe-t_15910831001.html
brahe-t_15910908001,1591-09-08,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,German,"German, with Latin code-switching",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,233,236,none,0,B,no,yes,yes,"Explains the three-and-a-half-month delay in receiving Wilhelm's May letter, then discusses the first volume of *De Recentioribus coeli Phaenomenis* and its treatment of the stellar restoration.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910908001/,letters/brahe-t_15910908001.html
brahe-t_15910926001,1591-09-26,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,German,"German, with Latin",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,242,245,none,0,B,no,yes,yes,"Reports that the promised elk broke its leg and died before it could be sent, and notes that a prior letter explaining this was dispatched via Henrik Ramel.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15910926001/,letters/brahe-t_15910926001.html
brahe-t_15911113001,1591-11-13,day,os,letter,from,Tycho Brahe,John Maitland,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,306,308,copies-only,1,A,yes,no,no,"Asks Metellus to compose a poem to accompany Tycho's portrait in his forthcoming works, thanking him for epigrams inscribed on Hven's gate during a previous visit.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15911113001/,letters/brahe-t_15911113001.html
brahe-t_15911114001,1591-11-14,day,os,letter,from,Tycho Brahe,John Craig,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,307,319,copies-only,1,A,yes,no,no,"Challenges Craig for falling silent in their ongoing dispute, arguing that acknowledging errors is praiseworthy and urging him either to concede or to continue the debate.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15911114001/,letters/brahe-t_15911114001.html
brahe-t_15920201001,1592-02-01,day,ns,letter,to,Giovanni Antonio Magini,Tycho Brahe,Bologna,Latin,Latin,hven,"Brahe, Astronomiae instauratae mechanica (Wandsbek 1598)",V,126,128,none,0,A,yes,no,yes,"Announces the discovery of a quick method for extracting square roots of large numbers after years of effort, and previews the result for Tycho before wider publication.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920201001/,letters/brahe-t_15920201001.html
brahe-t_15920220001,1592-02-20,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,German,"German, with Latin code-switch",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VI,372,375,none,0,B,no,yes,yes,"Reports that elk are on order from Norway but winter has delayed shipping, promises to inform Wilhelm when animals are ready for collection in spring, and mentions writing to Rothmann.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920220001/,letters/brahe-t_15920220001.html
brahe-t_15920220002,1592-02-20,day,os,letter,from,Tycho Brahe,Christoph Rothmann,Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,298,299,none,0,B,no,yes,yes,"Reproaches Rothmann for nearly eighteen months of silence since his visit to Hven, and reports learning through Rothmann's brother Johannes that he had been detained by illness.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920220002/,letters/brahe-t_15920220002.html
brahe-t_15920220003,1592-02-20,day,os,letter,from,Tycho Brahe,"Moritz, Landgrave of Hesse-Kassel",Hven,German,"German, with Latin code-switching",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,306,308,none,0,B,no,yes,yes,"Introduces himself formally to Moritz, recalling a brief meeting at Kassel when Moritz was young and noting Rothmann's report that Tycho's name is already known to him.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920220003/,letters/brahe-t_15920220003.html
brahe-t_15920312001,1592-03-12,day,os,letter,from,Tycho Brahe,Bartholomaeus Scultetus,Hven,Latin,Latin,hven,Singularia historico-literaria Lusatica (Leipzig 1736–),VII,326,327,none,0,A,yes,no,no,"Sends the first printed gathering of his forthcoming works with its contents table, and asks Scultetus to show it to local booksellers and negotiate terms for copies.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920312001/,letters/brahe-t_15920312001.html
brahe-t_15920314001,1592-03-14,day,os,letter,to,"Sophie of Mecklenburg, Queen of Denmark",Tycho Brahe,Hillerød,Danish,"Danish, with Latin rubric",hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",XIV,61,62,unmarked-only,1,A,yes,no,no,"Requests a measure of *smerle* clay from Hven for her father Duke Ulrich of Mecklenburg, and asks for a further supply of burnt antimony.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920314001/,letters/brahe-t_15920314001.html
brahe-t_15920320001,1592-03-20,day,os,letter,from,Tycho Brahe,Hugo Blotius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,327,330,unmarked-only,1,A,yes,no,no,"Responds to Blotius's letter, acknowledging that their Swiss acquaintance of more than twenty-two years earlier had entirely slipped from memory, and welcomes renewed contact.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920320001/,letters/brahe-t_15920320001.html
brahe-t_15920320002,1592-03-20,day,os,letter,from,Tycho Brahe,Peter Young,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,329,332,copies-only,1,A,yes,no,no,"Reproves Peter Young for not answering two or three previous letters, arguing that frequent shipping between Scotland and Denmark makes such prolonged silence inexcusable.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920320002/,letters/brahe-t_15920320002.html
brahe-t_15920322001,1592-03-22,day,os,letter,from,Tycho Brahe,Thaddaeus Hagecius,Hven,Latin,Latin,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,331,334,draft-only,1,A,yes,no,yes,"Sends the first printed gathering of the *Progymnasmata* with six extra copies for distribution, explaining that Curtius persuaded him to publish a forerunner volume of his planned astronomical restoration.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920322001/,letters/brahe-t_15920322001.html
brahe-t_15920327001,1592-03-27,day,os,letter,to,John Craig,Tycho Brahe,Edinburgh,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,333,335,unmarked-only,1,A,yes,no,no,"Reports reading Tycho's *Apologia* and composing a reply to its first argument, which was delayed when the ship carrying it turned back upon learning the Danish king had departed.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920327001/,letters/brahe-t_15920327001.html
brahe-t_15920402001,1592-04-02,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switch",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,299,301,none,0,B,no,yes,yes,"Thanks Tycho for elk-procurement efforts, and reports that three of four elk recently obtained from Sweden have died, possibly from eating rotten acorns after an unusually heavy mast year.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920402001/,letters/brahe-t_15920402001.html
brahe-t_15920402002,1592-04-02,day,os,letter,to,"Moritz, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,"German, with Latin code-switch",hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,310,311,none,0,B,no,yes,yes,"Demurs at Tycho's high praise of his poetic abilities, but nonetheless sends a commendatory poem for the forthcoming *Opera Astronomica* as requested.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920402002/,letters/brahe-t_15920402002.html
brahe-t_15920516001,1592-05-16,day,os,letter,to,John Maitland,Tycho Brahe,Haddington,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,335,337,copies-only,1,A,yes,no,no,"Thanks Brahe for his November letter and the engraved portrait attached, recalling the friendship formed during his recent journey through Denmark.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920516001/,letters/brahe-t_15920516001.html
brahe-t_15920730001,1592-07-30,day,os,letter,to,"Wilhelm IV, Landgrave of Hesse-Kassel",Tycho Brahe,Kassel,German,German,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,58,71,none,0,B,no,yes,yes,"Asks why the promised Norwegian elk have not been delivered, noting his April courier went unanswered and that his existing Swedish elk have all died.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920730001/,letters/brahe-t_15920730001.html
brahe-t_15920805001,1592-08-05,day,os,letter,to,John Craig,Tycho Brahe,Edinburgh,Latin,Latin / Greek,hven,"Dreyer, Tychonis Brahe Dani Opera Omnia (1913–29)",VII,336,338,unmarked-only,1,A,yes,no,no,"Lists errata in the controversy copy sent to Brahe and announces he will make his full reply, undeterred by Brahe's disciples or teachers.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920805001/,letters/brahe-t_15920805001.html
brahe-t_15920819001,1592-08-19,day,os,letter,from,Tycho Brahe,John Maitland,Hven,Latin,Latin,hven,"Friis, Tychonis Brahei et ad eum doctorum virorum epistolae ab anno 1588 (1900–09)",VII,337,341,unmarked-only,1,A,yes,no,no,"Explains the delay in replying to Maitland's letter, citing the unexpected impediment to his planned messengers, and now writes via passing merchants.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920819001/,letters/brahe-t_15920819001.html
brahe-t_15920920001,1592-09-20,day,os,letter,from,Tycho Brahe,"Wilhelm IV, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,304,306,none,0,B,no,yes,yes,"Explains the delay in delivering the promised Norwegian elk, reporting that his kinsman Axel Gyldenstierne found no skipper willing to transport them safely from Norway.",https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920920001/,letters/brahe-t_15920920001.html
brahe-t_15920921001,1592-09-21,day,os,letter,from,Tycho Brahe,"Moritz, Landgrave of Hesse-Kassel",Hven,Latin,Latin,hven,"Brahe, Epistolarum astronomicarum liber primus (Uraniborg 1596)",VI,312,313,none,0,B,no,yes,yes,Thanks Moritz for composing a commendatory poem for the astronomical works and notes that the verses will stand as a lasting token of his favour.,https://tekstnet.dk/books/brahe-t_letters/brahe-t_15920921001/,letters/brahe-t_15920921001.html
