record_key,date_iso,date_raw,calendar,name_as_written,name_expanded,familia_id,viaf_id,standing,kind,reading,origin_or_destination,diary_text,source,page_1876,scan_page,page_basis,grade
d-1590-09-08-a,1590-09-08,8 Sep 1590,Julian,Escherus Bilde,Escherus Bilde (Danish nobleman from the Bilde family),,,nobility,arrival,Escherus Bilde came late in the evening,,Venit sero vesperi Escherus Bilclt.,FRIIS1876,159,169,note located on the page,A
d-1590-09-13-a,1590-09-13,13 Sep 1590,Julian,Giorg. Broch,Georg Brockenhuys (noble youth; came with tutor and servant),,,nobility,arrival,Noble youth Georg Brockenhuys came with his tutor and servant,,"Venit hue nobilis adolescens Giorg. Broch, cum prœceptore et fámulo.",FRIIS1876,159,169,note located on the page,A
d-1590-09-16-a,1590-09-16,16 Sep 1590,Julian,Sophia Brahe,Sophia Brahe (Tycho's sister),COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe came to Uraniborg,,Sophia Brahe accessit.,FRIIS1876,159,169,note located on the page,A
d-1590-09-23-a,1590-09-23,23 Sep 1590,Julian,Eschildus Bilde,Eschildus Bilde (Danish nobleman from the Bilde family),,,nobility,arrival,Eschildus Bilde came,,Venit Eschildus Bilde.,FRIIS1876,160,170,note located on the page,A
d-1590-09-27-a,1590-09-27,27 Sep 1590,Julian,Lavo Orne,"Lavo Orne (unidentified; possibly the 'Lago Vrne' of Jun 26, 1591)",,,unknown,arrival,Lavo Orne came in the morning,,Venit Lavo Orne mane.,FRIIS1876,160,170,note located on the page,A
d-1590-10-07-a,1590-10-07,7 Oct 1590,Julian,Quatuor studiosi Hafnienses,Four students from Copenhagen (unidentified),,,scholar,arrival,Four students from Copenhagen came and left,Copenhagen,Quatuor studiosi Hafnienses accedunt atque recedunt.,FRIIS1876,161,171,note located on the page,B
d-1590-10-14-a,1590-10-14,14 Oct 1590,Julian,Henrich Momme,Henrich Momme (unidentified),,,unknown,arrival,Henrich Momme came,,Henrich Momme accedit.,FRIIS1876,162,172,note located on the page,B
d-1590-10-26-a,1590-10-26,26 Oct 1590,Julian,Tycho; Conradus; doctor juris Scotus,Tycho Brahe returned from Copenhagen; with him Conradus (associate) and an unnamed Scottish doctor of law,TYCHO,,scholar,arrival,Tycho returned from Copenhagen with Conradus and a Scottish doctor of law,Copenhagen,"Rediit Tycho Hafnia et cum eo Conradus et doctor quidam juris, natione Scotus.",FRIIS1876,163,173,note located on the page,A
d-1590-10-31-a,1590-10-31,31 Oct 1590,Julian,Oluff Rossenssper.; Domina sua; Sophia B.,Olaf Rosenspar with his wife; Sophia Brahe (Tycho's sister),COR_OLUF_ROSENSPARRE,,nobility,arrival,Olaf Rosenspar with his wife and Sophia Brahe came,,Accesserunt Oluff Rossenssper. cum Domina sua et Sophia B.,FRIIS1876,163,173,note located on the page,A
d-1590-11-10-a,1590-11-10,10 Nov 1590,Julian,cornes quidam peregrinus; duo nob.,A certain foreign count with two nobles (all unidentified); came from Helsingør,,,nobility,arrival,A foreign count with two nobles came from Helsingør,Helsingør,Accessit hue Helsingora cornes quidam peregrinus cum duobus aliis nobilis.,FRIIS1876,164,174,note located on the page,B
d-1590-12-01-a,1590-12-01,1 Dec 1590,Julian,Soph. Brahe,Sophia Brahe (Tycho's sister),COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe came from Copenhagen in the evening,Copenhagen,Venit Soph. Brahe Hafnia vesperi.,FRIIS1876,165,175,note located on the page,A
d-1590-12-17-a,1590-12-17,17 Dec 1590,Julian,Dominus Jacobus Coronensis,Lord Jacobus from Kronborg (unidentified),,,unknown,arrival,Lord Jacobus from Kronborg came,Kronborg,Accessit Dominus Jacobus Coronensis.,FRIIS1876,167,177,note located on the page,B
d-1591-01-01-a,1591-01-01,1 Jan 1591,Julian,Giorgius Michaelis,"Georgius Michaelis, Canon of Lund (Canonicus Lundensis)",,,clergy,arrival,"Georgius Michaelis, Canon of Lund, came to Uraniborg",Lund,Giorgius Michaelis canonicus Lundensis venit.,FRIIS1876,168,178,note located on the page,A
d-1591-01-03-a,1591-01-03,3 Jan 1591,Julian,Escherus Bilde,Escherus Bilde (Danish nobleman from the Bilde family),,,nobility,arrival,Escherus Bilde came,,Escherus Bilde venit.,FRIIS1876,168,178,note located on the page,A
d-1591-01-20-a,1591-01-20,20 Jan 1591,Julian,Sophia B.; Cladius Podbusk,"Sophia Brahe (Tycho's sister); Cladius [Bilde? — the print is unclear; Friis's footnote: 'there seems to stand Podbusk, but very indistinctly; on the 21st it clearly says Bilde']",COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe and Cladius came,,Venit Sophia B. et Cladius Podbusk.,FRIIS1876,169,179,note located on the page,B
d-1591-03-22-a,1591-03-22,22 Mar 1591,Julian,Legatus a Lantgravio,Envoy from the Landgrave of Hesse-Kassel (Wilhelm IV; Tycho's key correspondent),,,diplomat,arrival,Envoy from Landgrave Wilhelm IV of Hesse-Kassel came,Hesse-Kassel,Legatus a Lantgravio venit.,FRIIS1876,173,183,note located on the page,A
d-1591-03-27-a,1591-03-27,27 Mar 1591,Julian,Soph. B.,Sophia Brahe (Tycho's sister),COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe came,,Venit Soph. B.,FRIIS1876,173,183,note located on the page,A
d-1591-03-30-a,1591-03-30,30 Mar 1591,Julian,mater Tychonis; Elizabeta Ros.; capitaneus Suecus,Tycho's mother (Beate Bille); Elizabeta Rosenkrantz; an unnamed Swedish captain,COR_BEATE_BILLE,,family,arrival,Tycho's mother came; also Elizabeta Rosenkrantz and a Swedish captain came with Elizabeta,,Venil mater Tychonis et circa vesperas Elizabeta Ros. — Venit cnm Elizabetha quidam capitaneus Suecus.,FRIIS1876,174,184,note located on the page,A
d-1591-04-08-a,1591-04-08,8 Apr 1591,Julian,Henricus Valker bibliopola,Henrik Waldkirch (= 'Henricus Valker'; the famous bookseller; footnote: 'Den bekjendte Boghandler Henrik Waldkirch'),,,merchant,arrival,The famous bookseller Henrik Waldkirch came to Uraniborg,,Vemi Henricus Valker bibliopola.,FRIIS1876,175,185,note located on the page,A
d-1591-04-15-a,1591-04-15,15 Apr 1591,Julian,Escherus Bilde,Escherus Bilde (Danish nobleman from the Bilde family),,,nobility,arrival,Escherus Bilde came from Scania around evening,Scania,"Venil e Schama Escherus Bilde circa, vesper.",FRIIS1876,175,185,note located on the page,A
d-1591-04-16-a,1591-04-16,16 Apr 1591,Julian,"D. Claudius, Jurisconsultus; Conradus",D. Claudius (jurist; unidentified); Conradus (associate of Tycho),,,scholar,arrival,"D. Claudius, jurist, came from Copenhagen with Conradus",Copenhagen,"Venit Hafnia D. Claudius, Jurisconsultus cum Conrado.",FRIIS1876,175,185,note located on the page,A
d-1591-05-07-a,1591-05-07,7 May 1591,Julian,Stheno Bilde; Frederick Vlfeld; Siv.; Sophia B.; Johannes Rost,Steen Bilde; Frederik Ulfeldt; Sivord (Sivert; unidentified); Sophia Brahe (from Scania); Johannes Rost,,,nobility,arrival,"From Copenhagen: Steen Bilde, Frederik Ulfeldt, Sivord; from Scania: Sophia Brahe with Johannes Rost",Copenhagen,"Venerunt hic Hafnia Stheno Bilde. Frederick Vlfeld, Siv or d. Item e Scania Sophia B. venit Con: cum Joh. Rost.",FRIIS1876,177,187,note located on the page,A
d-1591-05-22-a,1591-05-22,22 May 1591,Julian,Dominus Isach,Lord Isach (unidentified; possibly Isak Olsen from Landskrona),,,unknown,arrival,Lord Isach came,,Venit Dominus Isach.,FRIIS1876,178,188,note located on the page,B
d-1591-05-24-a,1591-05-24,24 May 1591,Julian,Superintendens Bergensisk; Giorgius Brochenhusius,Anders Foss (Superintendent of Bergen; footnote: appointed 5 May 1583); Georgius Brockenhuys,,,clergy,arrival,The Superintendent of Bergen (Anders Foss) and Georgius Brockenhuys came,Bergen,Venil Superintendens Bergensisk Giorgius Brochenhusius.,FRIIS1876,178,188,note located on the page,A
d-1591-05-25-a,1591-05-25,25 May 1591,Julian,D. Johan. pastor Cogerrod,"D. Johan, pastor of Kaagerød (footnote: 'Kaagerød er Navnet paa det Sogn, i hvilket Knudstrup, der tilhørte Tyge Brahe, ligger' — the parish of Tycho's Knudstrup estate)",,,clergy,arrival,"D. Johan, pastor of Kaagerød (the parish of Tycho's Knudstrup estate), came",Kaagerød,D. Johan. pastor Cogerrod venit.,FRIIS1876,178,188,note located on the page,A
d-1591-05-25-b,1591-05-25,25 May 1591,Julian,Naves Regiæ Hafnia,Royal fleet (fleet's first leg: Copenhagen to Helsingør heading for Norway),,,royalty,event,"Royal ships from Copenhagen arrived at Helsingør in the evening, heading for Norway (first leg of Prince Christian's voyage)",Helsingør,Naves Regiæ Hafnia solutœ Helssingoram Norvegiam versus venerunt vesperi.,FRIIS1876,178,188,note located on the page,A
d-1591-05-26-a,1591-05-26,26 May 1591,Julian,Princeps Christianus (IV); Naves Regiæ,Prince Christian (IV of Denmark); Royal fleet departing Helsingør for Norway,CHR4,,royalty,event,Royal ships with Prince Christian (IV) left Helsingør station and proceeded towards Norway.,Norway,Naves Regiæ stationem apud Helsingoram relinqventes cum Principe Ch. Norvegiam versus perrererunt.,FRIIS1876,178,188,note located on the page,A
d-1591-06-07-a,1591-06-07,7 Jun 1591,Julian,Escherus Bilde,Escherus Bilde (Danish nobleman from the Bilde family),,,nobility,arrival,Escherus Bilde came,,Escherus Bilde venit.,FRIIS1876,179,189,note located on the page,A
d-1591-06-16-a,1591-06-16,16 Jun 1591,Julian,D. N. K.,D. Nicolaus Krag (Danish humanist scholar),COR_NIELS_KRAG,,scholar,arrival,D. Nicolaus Krag came to Uraniborg,,D. N. K. venil.,FRIIS1876,179,189,note located on the page,A
d-1591-07-14-a,1591-07-14,14 Jul 1591,Julian,Domina Christina Cancellarii Regni,"Christine Lykke (widow of Royal Chancellor Eiler Grubbe; footnote: 'Fru Christine Lykke, Enke efter Rigskansler Eiler Grubbe, der døde i Kjøbenhavn d. 20. Novbr. 1585')",,,nobility,arrival,"Lady Christine Lykke, widow of Royal Chancellor Eiler Grubbe (d. 20 Nov 1585), came and departed the same day",,Domina Christina Cancellarii Regni demortui venit discessitque.,FRIIS1876,180,190,note located on the page,A
d-1591-07-15-a,1591-07-15,15 Jul 1591,Julian,Joachimus Sparthius I.C.; Fredericus Austrus,Joachimus Sparthius (jurist; councillor of the Dukes of Brieg) with three German young men; Fredericus Austrus (of baronial lineage) visited in the afternoon,,,scholar,arrival,"Joachimus Sparthius, councillor of the Dukes of Brieg, came with three German young men; also Fredericus Austrus (of baronial lineage) visited in the afternoon",Silesia,Accessit hue Joachimus Sparthius I.C. Ducum Brigensium conciliarius cum tribus aliis adolesc Ger. Eodem die post meridiem invisit nos Fredericus Austrus Baronum sanguine oriundus.,FRIIS1876,180,190,note located on the page,A
d-1591-07-24-a,1591-07-24,24 Jul 1591,Julian,Sophia B.,Sophia Brahe (Tycho's sister),COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe came,,Venit Sophia B.,FRIIS1876,181,191,note located on the page,A
d-1591-08-04-a,1591-08-04,4 Aug 1591,Julian,Falco Goe; uxor; Ericus Lang; Sop. B.,Falco Gøye with his wife (from Copenhagen); Erik Lange and Sophia Brahe (from Helsingør),,,nobility,arrival,Falco Gøye with his wife came from Copenhagen; later Erik Lange and Sophia Brahe came from Helsingør,Copenhagen,Venit Falco Goe cum uxore Hafnia; item post M. N. Ericus Lang et Sop. B. Helsingora.,FRIIS1876,182,192,note located on the page,A
d-1591-08-15-a,1591-08-15,15 Aug 1591,Julian,Ericus Lang; S. B.,Erik Lange; Sophia Brahe (Tycho's sister),FAM_ERIK_LANGE,,family,arrival,Erik Lange and Sophia Brahe came,,Ericus Lang et S. B. venerunt.,FRIIS1876,182,192,note located on the page,A
d-1591-08-20-a,1591-08-20,20 Aug 1591,Julian,tres studiosi Lusati,Three Lusatian students (unidentified),,,scholar,arrival,Three Lusatian students were at Uraniborg,Lusatia,Adfuere tres studiosi Lusati.,FRIIS1876,182,192,note located on the page,A
d-1591-08-24-a,1591-08-24,24 Aug 1591,Julian,Præceptor Tagonis Tot,Tutor of Tage Thott (son of Sophia Brahe and Otto Thott; born 1580),,,scholar,arrival,The tutor of Tage Thott came to Uraniborg,,Præceptor Tagonis Tot venit.,FRIIS1876,182,192,note located on the page,A
d-1591-08-30-a,1591-08-30,30 Aug 1591,Julian,Olaus Rosensper; Johannes Rud; Franciscus Baner,Olaus Rosenspar; Johannes Rud; Franciscus Banner,COR_OLUF_ROSENSPARRE,,nobility,arrival,"Olaus Rosenspar, Johannes Rud, and Franciscus Banner came",,"Venit Olaus Rosensper el Johannes Rud, item Franciscus Baner.",FRIIS1876,183,193,note located on the page,A
d-1591-09-04-a,1591-09-04,4 Sep 1591,Julian,Ericus Lang; Johannes Albertus ab Anvil; N. Bog.,Erik Lange; Johannes Albertus ab Anvil (German noble); another with surname N. Bog (German noble; the print is unclear),FAM_ERIK_LANGE,,nobility,arrival,Erik Lange came late in the evening with two German nobles: Johannes Albertus ab Anvil and another (N. Bog.),Germany,"Vesperi sero venit Ericus Lang et cum eo duo nob. Ger. Johannes Albertus ab Anvil, cum qiiodam Astrico cognomento N. Bog.",FRIIS1876,183,193,note located on the page,A
d-1591-09-16-a,1591-09-16,16 Sep 1591,Julian,"Henrichus Ramel, Cancellarius Germanicus Regni; Envoldus Bomell",Henricus Ramel (German Chancellor of the Realm of Denmark); Envoldus Bomell,COR_HENRIK_RAMEL,,nobility,arrival,"Henricus Ramel, German Chancellor of the Realm, and Envoldus Bomell came from Helsingør late in the evening",Helsingør,"Advenerunt hue Helsingora sera vespera Henrichus Ramel, Cancellarius Germanicus Regni, et Envoldus Bomell.",FRIIS1876,184,194,note located on the page,A
d-1591-09-28-a,1591-09-28,28 Sep 1591,Julian,Ericus Lang,Erik Lange (from Scania),FAM_ERIK_LANGE,,nobility,arrival,Erik Lange came from Scania,Scania,Venil Ericus Lang e Scania.,FRIIS1876,184,194,note located on the page,A
d-1591-10-02-a,1591-10-02,2 Oct 1591,Julian,Henricus Guldenstiern; vxor; tres virgines,Henricus Gyldenstierne came with his wife and three maidens,,,nobility,arrival,Henricus Gyldenstierne came with his wife and three maidens,,Venit Henricus Guldenstiern eum vxore et tribus virginibus.,FRIIS1876,184,194,note located on the page,A
d-1591-10-31-a,1591-10-31,31 Oct 1591,Julian,uxores Olai Rosensper et Giorg B.,Wives of Olai Rosenspar and Jørgen Brahe,,,nobility,arrival,Wives of Olai Rosenspar and Jørgen Brahe came,,Venerunl uxores Olai Rosensper et Giorg B.,FRIIS1876,185,195,note located on the page,B
d-1591-11-29-a,1591-11-29,29 Nov 1591,Julian,Ericus Lang; Angli,Erik Lange; Englishmen (unidentified group),FAM_ERIK_LANGE,,nobility,arrival,Erik Lange came with Englishmen,England,Venil Ericus Lang cum Anglis.,FRIIS1876,187,197,note located on the page,A
d-1591-12-06-a,1591-12-06,6 Dec 1591,Julian,Tycho; E. L.; D. N. K.,Tycho Brahe returned; Erik Lange (E.L.); D. Nicolaus Krag (D.N.K.),TYCHO,,scholar,arrival,Tycho returned with Erik Lange and Nicolaus Krag,,Rediit Tycho cum E. L. et D. N. K.,FRIIS1876,187,197,note located on the page,A
d-1591-12-15-a,1591-12-15,15 Dec 1591,Julian,Ericus L.,Erik Lange,FAM_ERIK_LANGE,,nobility,arrival,Erik Lange came,,Ericus L. venit.,FRIIS1876,188,198,note located on the page,A
d-1591-12-23-a,1591-12-23,23 Dec 1591,Julian,Sop. B.; Magnus Barthl.,"Sophia Brahe (Tycho's sister); Magnus Barthelsen (= Mogens Bertelsen; footnote: 'Den bekjendte Mogens Bertelsen, der senere blev Forstander for Herlufsholms Skole' — later head of Herlufsholm school)",COR_SOPHIE_BRAHE,,family,arrival,Sophia Brahe and Mogens Bertelsen (later head of Herlufsholm school) came,,Venit Sop. B. et Magnus Barthl.,FRIIS1876,188,198,note located on the page,A
d-1592-04-29-a,1592-04-29,29 Apr 1592,Julian,Princeps noster,Prince Christian (future Christian IV of Denmark),CHR4,71427706,royalty,event,Announcement of our prince's imminent arrival at Hven,,Principis nostri adventus annunciabatur.,FRIIS1876,194,204,note located on the page,A
d-1592-04-30-a,1592-04-30,30 Apr 1592,Julian,Princeps noster,Prince Christian (future Christian IV of Denmark),CHR4,71427706,royalty,event,Conrad sent to meet the prince to postpone his arrival on account of sick persons at Uraniborg,,Conradus obviam mittetur principi de adventu ejus prorogando ob ægrotorum impedimenta acturus.,FRIIS1876,194,204,note located on the page,A
d-1592-05-01-a,1592-05-01,1 May 1592,Julian,duo Scoti studiosi,,,,student,arrival,Two Scottish students arrived at Uraniborg,Scotland,Advenerunt duo Scoti studiosi.,FRIIS1876,194,204,note located on the page,A
d-1592-05-08-a,1592-05-08,8 May 1592,Julian,Conradus; uxor Episcopi Bergensis; Henrich Mum,Conrad (staff/assistant); wife of the Bishop of Bergen and two daughters; Henricus Mum,,,unknown,arrival,"Conrad returned from Copenhagen with the wife and daughters of the Bishop of Bergen, and Henricus Mum",Copenhagen,"Conradus rediit Hafnia cum uxore Episcopi Bergensis et duabus filiabus, item Henrich Mum.",FRIIS1876,195,205,note located on the page,A
d-1592-06-02-a,1592-06-02,2 Jun 1592,Julian,Coronenses scholares,scholars from Kronborg (Elsinore),,,student,arrival,Students from Kronborg visited Uraniborg,Kronborg,Viserunt nos Coronenses scholares.,FRIIS1876,196,206,note located on the page,A
d-1592-06-03-a,1592-06-03,3 Jun 1592,Julian,Henrichus Mum,Henricus Mum,,,unknown,arrival,Henricus Mum arrived in the morning,,Henrichus Mum venit mane.,FRIIS1876,196,206,note located on the page,A
d-1592-06-04-a,1592-06-04,4 Jun 1592,Julian,Episcopus Fionensis M. J. M.,Bishop of Funen (unidentified initials M. J. M.),,,clergy,arrival,Bishop of Funen visited Uraniborg,Funen,Episcopus Fionensis M. J. M. nos invisit.,FRIIS1876,196,206,note located on the page,B
d-1592-06-05-a,1592-06-05,5 Jun 1592,Julian,Episcopus Fionensis,Bishop of Funen,,,clergy,departure,Bishop of Funen departed the next day after his visit,,Discessit Episcopus.,FRIIS1876,196,206,note located on the page,A
d-1592-06-06-a,1592-06-06,6 Jun 1592,Julian,fratres Tych. Axel et Canutus,Axel Brahe and Canute Brahe (Tycho's brothers),COR_AXEL_BRAHE,,family,arrival,Tycho's brothers Axel and Canute Brahe arrived at Uraniborg,,Venere fratres Tych. Axel et Canutus.,FRIIS1876,196,206,note located on the page,A
d-1592-07-03-a,1592-07-03,3 Jul 1592,Julian,princeps noster; Petrus Munck; Giorgius R.,Prince Christian (future Christian IV); Peder Munk (Admiral); Jørgen Rosenkrantz,CHR4,71427706,royalty,arrival,"Our prince visited with a modest retinue of nobles, including Admiral Peder Munk and Privy Councillor Jørgen Rosenkrantz",,"Invisit nos princeps noster cum non ita magno Nobilium comitatu, inter quem erant Petrus Munck et Giorgius R.",FRIIS1876,198,208,note located on the page,A
d-1592-07-06-a,1592-07-06,6 Jul 1592,Julian,Holgerus Rossenkranz; M. Daniel Cramer,Holger Rosenkrantz; Magister Daniel Cramer (German tutor),COR_HOLGER_ROSENKRANTZ,,nobility,arrival,Holger Rosenkrantz arrived with his German tutor Magister Daniel Cramer,,"Accessit Holgerus Rossenkranz cum prœceplore suo Germano, M. Daniele Cramero.",FRIIS1876,198,208,note located on the page,A
d-1592-07-08-a,1592-07-08,8 Jul 1592,Julian,Holgerus,Holger Rosenkrantz,COR_HOLGER_ROSENKRANTZ,,nobility,departure,Holger Rosenkrantz departed after a brief stay,,Discessit Holgerus.,FRIIS1876,198,208,note located on the page,A
d-1592-07-15-a,1592-07-15,15 Jul 1592,Julian,quidam Slesius nobilis,,,,nobility,arrival,An unnamed Silesian nobleman arrived with his tutor,Silesia,Accessit quidam Slesius nobilis cura prœcepl. suo.,FRIIS1876,198,208,note located on the page,B
d-1592-08-14-a,1592-08-14,14 Aug 1592,Julian,Nie. 2; Mag. Vlfeld N.K.; stud.,Nicolaus [unidentified]; Magister Ulfeld; N.K. [unidentified]; students,,,unknown,arrival,"Nicolaus, Magister Ulfeld, N.K. and students arrived; text heavily abbreviated",,Accesserunt Nie. 2 (?) Mag. Vlfeld N K. et (?) stud.,FRIIS1876,199,209,note located on the page,C
d-1592-08-15-a,1592-08-15,15 Aug 1592,Julian,[group of Aug 14],,,,unknown,departure,"The Aug 14 group departed, one student remaining",,"Discesserunt, remanente único studioso.",FRIIS1876,200,210,note located on the page,B
d-1592-08-19-a,1592-08-19,19 Aug 1592,Julian,Joh. Vandal,Johannes Vandal,,,unknown,departure,Johannes Vandal departed,,Abiit Joh. Vandal.,FRIIS1876,200,210,note located on the page,A
d-1592-08-24-a,1592-08-24,24 Aug 1592,Julian,Vilihelmus Dux Curlandiæ et Semigallice,"Wilhelm, Duke of Courland and Semigallia",,,royalty,arrival,"Wilhelm, Duke of Courland and Semigallia, visited with a middling retinue of nobles",,Vilihelmus Dux Curlandiæ et Semigallice adjuncta mediocri nobilitate nos invisit.,FRIIS1876,200,210,note located on the page,A
d-1592-09-02-a,1592-09-02,2 Sep 1592,Julian,Petrus J.,,,,unknown,arrival,Petrus J. (surname abbreviated) arrived,,Petrus J. venit.,FRIIS1876,200,210,note located on the page,B
d-1592-09-09-a,1592-09-09,9 Sep 1592,Julian,Aschlachus Gyldenstiern; vxor,Aslach Gyldenstierne with his wife,,,nobility,arrival,Aslach Gyldenstierne arrived with his wife,,Venit Aschlachus Gyldenstiern cum vxore.,FRIIS1876,201,211,note located on the page,A
d-1592-09-10-a,1592-09-10,10 Sep 1592,Julian,A. G.,Aslach Gyldenstierne,,,nobility,departure,Aslach Gyldenstierne departed,,Abiit A. G.,FRIIS1876,201,211,note located on the page,A
d-1592-09-13-a,1592-09-13,13 Sep 1592,Julian,Dnus Jacobus Coron.,"Jacob Joenssøn, parish priest of Landskrona",,,clergy,arrival,"Jacob Joenssøn, parish priest in Landskrona, arrived; identified in footnote",Landskrona,Dnus Jacobus Coron (?) ven.,FRIIS1876,201,211,note located on the page,B
d-1592-09-23-a,1592-09-23,23 Sep 1592,Julian,David Sasceridis; Nicolaus Bild,David Sascerides; Nicolaus Bild (and a servant of Jacobus Krab),,,scholar,arrival,David Sascerides arrived; also Nicolaus Bild and a servant of Jacobus Krab,,Venit David Sasceridis; item Jacobi Krabl?) servus et Nicolaus Bild.,FRIIS1876,201,211,note located on the page,A
d-1592-10-17-a,1592-10-17,17 Oct 1592,Julian,Ovo Lung; Christ. Friis; Domina S. B.,Ove Lung (or Lang); Christian Friis; Sophia Brahe (from Scania) with wives and daughters,,,nobility,arrival,"Ove Lung, Christian Friis with their wives and daughters, Birgitta T. and wife of Jacobus Hog, and Sophia Brahe arrived from Scania",Scania,Ovo Lung item Christ. Friis cum uxoribus et filiabus. item Birgitta T. et uxor Jacobi Hog (?) Domina S. B. e Scania accesserunt.,FRIIS1876,202,212,note located on the page,B
d-1592-10-19-a,1592-10-19,19 Oct 1592,Julian,Claudius Bilde; Henrichus,Claudius Bild; a German nobleman named Henrich,,,nobility,arrival,Noble guests departed; Claudius Bild arrived with a German nobleman named Henrich,,Discesserunt nobilis hospites et Claudius Bilde cum Germano quodam nobili Henricho venit.,FRIIS1876,202,212,note located on the page,A
d-1592-10-24-a,1592-10-24,24 Oct 1592,Julian,Soph. B.; Henrichus,Sophia Brahe; Henrich (the German nobleman of Oct 19),COR_SOPHIE_BRAHE,50020436,family,departure,Sophia Brahe and Henrich departed to Helsingør,Helsingør,Soph. B. et Henrichus Helsingoram discesserunt.,FRIIS1876,202,212,note located on the page,A
d-1592-12-01-a,1592-12-01,1 Dec 1592,Julian,Georg Brahe,Georg Brahe (Tycho's brother),,,family,arrival,Georg Brahe (one of Tycho's brothers) arrived at Uraniborg,,Georg Brahe venit.,FRIIS1876,204,214,note located on the page,A
d-1593-02-09-a,1593-02-09,9 Feb 1593,Julian,D. Soph.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived at Uraniborg,,D. Soph. venit.,FRIIS1876,206,216,note located on the page,A
d-1593-02-11-a,1593-02-11,11 Feb 1593,Julian,Soph.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,departure,"Sophia Brahe departed (together with Tycho, who went to Lund on academic business)",,Th. et Soph. ab.,FRIIS1876,206,216,note located on the page,A
d-1593-04-10-a,1593-04-10,10 Apr 1593,Julian,Nobilis a Henrico Ranz.,A nobleman sent by Heinrich Rantzau,,,nobility,arrival,A nobleman came bearing recommendation from Heinrich Rantzau,,Nobilis a Henrico Ranz.,FRIIS1876,208,218,note located on the page,B
d-1593-04-12-a,1593-04-12,12 Apr 1593,Julian,Civis Gorliciensis,A citizen of Görlitz,,,unknown,arrival,A citizen of Görlitz arrived at Uraniborg,Görlitz,Civis Gorliciensis huc venit.,FRIIS1876,208,218,note located on the page,A
d-1593-04-13-a,1593-04-13,13 Apr 1593,Julian,Paulus pharmacop.; nobilis Germanus; frater Arnoldi,Paulus the apothecary; an unnamed German nobleman; Arnold's brother,,,merchant,arrival,Paulus the apothecary arrived from Helsingør with a German nobleman and Arnold's brother,Helsingør,Paulus qiaçfzax. Helsinyora venit eum nobili quodam Germano et fratre Arnoldi.,FRIIS1876,208,218,note located on the page,B
d-1593-04-26-a,1593-04-26,26 Apr 1593,Julian,Uxor præfecti Coronensis,Wife of the prefect of Kronborg,,,nobility,arrival,Wife of the Kronborg prefect was present at Uraniborg,Kronborg,Uxor præfecti Coronensis adfuit.,FRIIS1876,209,219,note located on the page,A
d-1593-04-28-a,1593-04-28,28 Apr 1593,Julian,Claudius van Anfelt,Claudius van Anfelt,,,unknown,arrival,Claudius van Anfelt arrived at Uraniborg,,Venit Claudius van Anfelt.,FRIIS1876,209,219,note located on the page,A
d-1593-05-09-a,1593-05-09,9 May 1593,Julian,Tornillo,Tornillo (staff member at Uraniborg; given name only),,,staff,death,Death of Tornillo at Uraniborg,,Obiit diem suum Tornillo..,FRIIS1876,210,220,note located on the page,A
d-1593-05-28-a,1593-05-28,28 May 1593,Julian,Johannes Rongel; Georg Tych.,"Johannes Rongel (chemist-nobleman, surname uncertain); Georg Tychonides (Tycho's son) departed for Sorø school",,,scholar,arrival,"Johannes Rongel, a nobleman-chemist, arrived in the evening; Georg Tychonides was simultaneously sent to Sorø school",,Georg Tych. Soram mittitur scholæ inaugurandus. Johannes Rongel (?) chymysta nob. venit vesperi.,FRIIS1876,211,221,note located on the page,B
d-1593-05-30-a,1593-05-30,30 May 1593,Julian,D. Gellius,Gellius Sascerides (Tycho's assistant and physician; 'D.' = Dominus),COR_GELLIUS_SASCERIDES,,scholar,arrival,Gellius Sascerides arrived at Uraniborg,,Venit D. Gellius.,FRIIS1876,211,221,note located on the page,A
d-1593-06-09-a,1593-06-09,9 Jun 1593,Julian,D. Gellius,Gellius Sascerides,COR_GELLIUS_SASCERIDES,,scholar,departure,Gellius Sascerides departed,,Recessit D. Gellius.,FRIIS1876,211,221,note located on the page,A
d-1593-06-24-a,1593-06-24,24 Jun 1593,Julian,Sophia B.,Sophia Brahe,COR_SOPHIE_BRAHE,50020436,family,arrival,Sophia Brahe arrived at Uraniborg,,Venit Sophia B.,FRIIS1876,211,221,note located on the page,A
d-1593-08-02-a,1593-08-02,2 Aug 1593,Julian,Holandus I. D. I. V.,,,,unknown,arrival,A Dutchman with initials I.D.I.V. arrived at Uraniborg,Holland,Holandus I. (?) D. I V. hue appulit.,FRIIS1876,213,223,note located on the page,C
