row_key,volume,printed_page,year,body,kind,set_from,summary,archive_org
p-XI-123,XI,123,1586,Fixed stars,observation,GKS 311 folio,"Observationes Stellarum: Orion/Canis/Eridanus (1586, Jan 23–Feb 3)",https://archive.org/details/operaomniaedidit11brahuoft/page/n137
p-XI-124,XI,124,1586,,observation,GKS 311 folio,"Orion/Hydra/Corvus fixed stars (1586, Feb 7–Mar 5)",https://archive.org/details/operaomniaedidit11brahuoft/page/n138
p-XI-126,XI,126,1586,,observation,GKS 311 folio,Reference-star longitudes + Anno 1586 standard-star table,https://archive.org/details/operaomniaedidit11brahuoft/page/n140
p-XI-127,XI,127,1586,,observation,GKS 311 folio,Recapitulatio of meridian altitudes & declinations (1586),https://archive.org/details/operaomniaedidit11brahuoft/page/n141
p-XI-128,XI,128,1586,,observation,GKS 311 folio,Declinationes per Armillas (Die 16) + Limitatio declinationum (1586),https://archive.org/details/operaomniaedidit11brahuoft/page/n142
p-XI-131,XI,131,1587,Sun,observation,GKS 312 folio,"Observationes Solis (1587, Feb 24–Mar 3): refraction near equinox",https://archive.org/details/operaomniaedidit11brahuoft/page/n145
p-XI-132,XI,132,1587,Sun,observation,GKS 312 folio,"Observationes Solis (1587, Mar 3 cont.–10): refraction near equinox",https://archive.org/details/operaomniaedidit11brahuoft/page/n146
p-XI-133,XI,133,1587,Sun,observation,GKS 312 folio,"Observationes Solis: equinox refraction (1587, Mar 10–11)",https://archive.org/details/operaomniaedidit11brahuoft/page/n147
p-XI-136,XI,136,1587,Sun,observation,GKS 312 folio,"Observationes Solis: meridian altitudes (1587, May–Jun)",https://archive.org/details/operaomniaedidit11brahuoft/page/n150
p-XI-137,XI,137,1587,Sun,observation,GKS 312 folio,"Observationes Solis: solstice refraction (1587, Jun 20–Jul 16)",https://archive.org/details/operaomniaedidit11brahuoft/page/n151
p-XI-141,XI,141,1587,Sun,observation,GKS 312 folio,"Loca Solis (1587) + start of Observationes Lunae (1587, Jan 6)",https://archive.org/details/operaomniaedidit11brahuoft/page/n155
p-XI-146,XI,146,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Jan 10–15): parallax & latitude note",https://archive.org/details/operaomniaedidit11brahuoft/page/n160
p-XI-147,XI,147,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Jan 15): Moon–Sun/Saturn distances",https://archive.org/details/operaomniaedidit11brahuoft/page/n161
p-XI-148,XI,148,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Jan 16/24)",https://archive.org/details/operaomniaedidit11brahuoft/page/n162
p-XI-149,XI,149,1587,Moon,observation,GKS 312 folio,"Observationes Lunae + position comp. (1587, Feb 5 / Jan 14 / Jan 16)",https://archive.org/details/operaomniaedidit11brahuoft/page/n163
p-XI-150,XI,150,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Jan 16 / Mar 2–4)",https://archive.org/details/operaomniaedidit11brahuoft/page/n164
p-XI-151,XI,151,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 4–5)",https://archive.org/details/operaomniaedidit11brahuoft/page/n165
p-XI-152,XI,152,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 11 / Mar 18)",https://archive.org/details/operaomniaedidit11brahuoft/page/n166
p-XI-152-2,XI,152,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 11 / Mar 18)",https://archive.org/details/operaomniaedidit11brahuoft/page/n166
p-XI-153,XI,153,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 11–14)",https://archive.org/details/operaomniaedidit11brahuoft/page/n167
p-XI-153-2,XI,153,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 11–14)",https://archive.org/details/operaomniaedidit11brahuoft/page/n167
p-XI-154,XI,154,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Mar 14 / Apr 1 / Apr 5)",https://archive.org/details/operaomniaedidit11brahuoft/page/n168
p-XI-155,XI,155,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Apr 5–6 / Jul 6): latitude & max-latitude note",https://archive.org/details/operaomniaedidit11brahuoft/page/n169
p-XI-156,XI,156,1587,Moon,observation,GKS 312 folio,"Observationes Lunae + Inquisitio Loci Lunae (1587, Aug 3–5)",https://archive.org/details/operaomniaedidit11brahuoft/page/n170
p-XI-159,XI,159,1587,Moon,observation,GKS 312 folio,"Observationes Lunae (1587, Aug 5 cont. / Aug 18)",https://archive.org/details/operaomniaedidit11brahuoft/page/n173
p-XI-168,XI,168,1587,Venus,observation,GKS 312 folio,"Observationes Saturni & Veneris (1587, Jan–Feb)",https://archive.org/details/operaomniaedidit11brahuoft/page/n182
p-XI-169,XI,169,1587,Saturn,observation,GKS 312 folio,"Observationes Saturni (1587, Mar / Aug / Oct): station & Sextant check",https://archive.org/details/operaomniaedidit11brahuoft/page/n183
p-XI-170,XI,170,1587,Saturn,observation,GKS 312 folio,"Observationes Saturni + Loca Saturni (1587, Oct–Nov; pos. comp. Jan)",https://archive.org/details/operaomniaedidit11brahuoft/page/n184
p-XI-171,XI,171,1587,Saturn,observation,GKS 312 folio,Loca Saturni (1587) + Oct 22 trig reduction with diagram,https://archive.org/details/operaomniaedidit11brahuoft/page/n185
p-XI-172,XI,172,1587,Saturn,observation,GKS 312 folio,"Loca Saturni: position reductions (1587, Oct 23 / Nov 3 / Nov 11)",https://archive.org/details/operaomniaedidit11brahuoft/page/n186
p-XI-173,XI,173,1587,Jupiter,observation,GKS 312 folio,"Observationes Iovis (Jupiter) (1587, Jan 6–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n187
p-XI-174,XI,174,1587,Jupiter,observation,GKS 312 folio,"Observationes Iovis (1587, Jan 16–27)",https://archive.org/details/operaomniaedidit11brahuoft/page/n188
p-XI-175,XI,175,1587,Jupiter,observation,GKS 312 folio,"Observationes Iovis + Examinatio (1587, Jan 30 / Feb 17–18; pos. comp. Jan 9/14)",https://archive.org/details/operaomniaedidit11brahuoft/page/n189
p-XI-176,XI,176,1587,Jupiter,observation,GKS 312 folio,"Observationes Iovis: position comp. (1587, Jan–Apr)",https://archive.org/details/operaomniaedidit11brahuoft/page/n190
p-XI-177,XI,177,1587,Mars,observation,GKS 312 folio,Observationes Iovis (cont.) + start Observationes Martis (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n191
p-XI-178,XI,178,1587,Mars,observation,GKS 312 folio,"Observationes Martis (1587, Jan 9–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n192
p-XI-179,XI,179,1587,Mars,observation,GKS 312 folio,"Observationes Martis (1587, Jan 15 cont.–26)",https://archive.org/details/operaomniaedidit11brahuoft/page/n193
p-XI-180,XI,180,1587,Mars,observation,GKS 312 folio,"Observationes Martis + Pro loco ♂ (1587, Jan 28–Feb / pos. comp. Jan 9–10)",https://archive.org/details/operaomniaedidit11brahuoft/page/n194
p-XI-181,XI,181,1587,Mars,observation,GKS 312 folio,"Pro loco ♂ + parallax obs. (1587, Jan 10–15 comp.; Feb 21–23 obs.)",https://archive.org/details/operaomniaedidit11brahuoft/page/n195
p-XI-183,XI,183,1587,Mars,observation,GKS 312 folio,"Observationes Martis (1587, Mar 3–4)",https://archive.org/details/operaomniaedidit11brahuoft/page/n197
p-XI-184,XI,184,1587,Mars,observation,GKS 312 folio,"Observationes Martis: opposition & latitude (1587, Mar 4–7)",https://archive.org/details/operaomniaedidit11brahuoft/page/n198
p-XI-185,XI,185,1587,Mars,observation,GKS 312 folio,"Observationes Martis near opposition (1587, Mar 9–10)",https://archive.org/details/operaomniaedidit11brahuoft/page/n199
p-XI-186,XI,186,1587,Mars,observation,GKS 312 folio,"Observationes Martis near opposition (1587, Mar 10): method note",https://archive.org/details/operaomniaedidit11brahuoft/page/n200
p-XI-187,XI,187,1587,Mars,observation,GKS 312 folio,"Observationes Martis (1587, Mar 12–27)",https://archive.org/details/operaomniaedidit11brahuoft/page/n201
p-XI-188,XI,188,1587,Mars,observation,GKS 312 folio,Observationes Martis (Apr) + start Observationes Veneris (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n202
p-XI-189,XI,189,1587,Venus,observation,GKS 312 folio,"Observationes Veneris + Pro Asc. Recta ♀ (1587, Jan 6–9)",https://archive.org/details/operaomniaedidit11brahuoft/page/n203
p-XI-190,XI,190,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 9 cont.–14)",https://archive.org/details/operaomniaedidit11brahuoft/page/n204
p-XI-191,XI,191,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 14–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n205
p-XI-192,XI,192,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 15 cont.)",https://archive.org/details/operaomniaedidit11brahuoft/page/n206
p-XI-193,XI,193,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 15–16): distance cross-check",https://archive.org/details/operaomniaedidit11brahuoft/page/n207
p-XI-194,XI,194,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 17–24)",https://archive.org/details/operaomniaedidit11brahuoft/page/n208
p-XI-195,XI,195,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 24–25)",https://archive.org/details/operaomniaedidit11brahuoft/page/n209
p-XI-196,XI,196,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 26–28)",https://archive.org/details/operaomniaedidit11brahuoft/page/n210
p-XI-197,XI,197,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Jan 30): daytime Venus-Sun",https://archive.org/details/operaomniaedidit11brahuoft/page/n211
p-XI-198,XI,198,1587,Venus,observation,GKS 312 folio,"Observationes Veneris + Inquisitio motus ♀ (1587, Jan 30 cont. / Feb 5 / Feb 18)",https://archive.org/details/operaomniaedidit11brahuoft/page/n212
p-XI-199,XI,199,1587,Venus,observation,GKS 312 folio,"Examinatio loci Veneris (1587, Jan 9–Mar 3)",https://archive.org/details/operaomniaedidit11brahuoft/page/n213
p-XI-200,XI,200,1587,Venus,observation,GKS 312 folio,"Observationes Veneris + refraction & Inquisitio φαινομένων ♀ (1587, Mar 3 / Feb)",https://archive.org/details/operaomniaedidit11brahuoft/page/n214
p-XI-201,XI,201,1587,Venus,observation,GKS 312 folio,"Observationes Veneris (1587, Mar 3–Apr 6)",https://archive.org/details/operaomniaedidit11brahuoft/page/n215
p-XI-202,XI,202,1587,Venus,observation,GKS 312 folio,"Observationes Veneris + Venus–Jupiter conjunction (1587, Apr 10 / Aug 17–18)",https://archive.org/details/operaomniaedidit11brahuoft/page/n216
p-XI-204,XI,204,1587,Mercury,observation,GKS 312 folio,"Observationes Mercurii (1587, Jan 9–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n218
p-XI-205,XI,205,1587,Mercury,observation,GKS 312 folio,"Pro loco Mercurii (1587, Jan 9–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n219
p-XI-206,XI,206,1587,Mercury,observation,GKS 312 folio,Pro loco Mercurii (end) + Observationes Stellarum Fixarum in Ariete (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n220
p-XI-208,XI,208,1587,Fixed stars,observation,GKS 312 folio,Observationes Stellarum Fixarum in Tauro (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n222
p-XI-210,XI,210,1587,Fixed stars,observation,GKS 312 folio,Observationes Stellarum Fixarum in Geminis & Cancro (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n224
p-XI-211,XI,211,1587,Fixed stars,observation,GKS 312 folio,Observationes Stellarum in Leone (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n225
p-XI-214,XI,214,1587,Fixed stars,observation,GKS 312 folio,Observationes Stellarum Sagittarii / Capricorni (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n228
p-XI-223,XI,223,,Fixed stars,observation,GKS 312 folio,Pro refractione altitudinis stellarum versus boream (refraction determination),https://archive.org/details/operaomniaedidit11brahuoft/page/n237
p-XI-232,XI,232,1587,Fixed stars,observation,GKS 312 folio,Stellarum distantiae: Cassiopeia & Capella (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n246
p-XI-233,XI,233,1587,Fixed stars,observation,GKS 312 folio,Stellarum distantiae: Cassiopeia & Capella (cont.) (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n247
p-XI-236,XI,236,1587,Fixed stars,observation,GKS 312 folio,"Stellarum distantiae: Cassiopeia (1587, Apr / Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n250
p-XI-238,XI,238,1573,Fixed stars,observation,GKS 312 folio,"Tabula Longitudinum & Latitudinum Stellarum Cassiopeae (26 stars, epoch start of 1573)",https://archive.org/details/operaomniaedidit11brahuoft/page/n252
p-XI-241,XI,241,1587,Fixed stars,observation,GKS 312 folio,"Stellarum distantiae & altitudines: Orion, Cetus, Fomalhaut (1587)",https://archive.org/details/operaomniaedidit11brahuoft/page/n255
p-XI-242,XI,242,1587,Fixed stars,observation,GKS 312 folio,Stellarum altitudines: Orion & Corvus (1587),https://archive.org/details/operaomniaedidit11brahuoft/page/n256
p-XI-243,XI,243,1587,Fixed stars,observation,GKS 312 folio,"Stellarum altitudines: Orion etc. (1587, Jan / Feb / Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n257
p-XI-245,XI,245,1588,Sun,observation,GKS 312 folio,Observationes Solis (1588 Feb) + Eclipsis Solis 16 Feb 1588,https://archive.org/details/operaomniaedidit11brahuoft/page/n259
p-XI-246,XI,246,1588,Sun,observation,GKS 312 folio,Eclipsis Solis 16 Feb 1588 (completion),https://archive.org/details/operaomniaedidit11brahuoft/page/n260
p-XI-248,XI,248,1588,Sun,observation,GKS 312 folio,"Observationes Solis (1588, Mar–May)",https://archive.org/details/operaomniaedidit11brahuoft/page/n262
p-XI-249,XI,249,1588,Sun,observation,GKS 312 folio,"Observationes Solis: solstice (1588, May–Jun)",https://archive.org/details/operaomniaedidit11brahuoft/page/n263
p-XI-250,XI,250,1588,Sun,observation,GKS 312 folio,"Observationes Solis: solstice declination (1588, Jun–Jul)",https://archive.org/details/operaomniaedidit11brahuoft/page/n264
p-XI-252,XI,252,1588,Sun,observation,GKS 312 folio,"Observationes Solis (1588, Sep–Nov)",https://archive.org/details/operaomniaedidit11brahuoft/page/n266
p-XI-253,XI,253,1588,Sun,observation,GKS 312 folio,"Observationes Solis: winter solstice (1588, Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n267
p-XI-254,XI,254,1588,Sun,observation,GKS 312 folio,Solis (Dec 1588) + Loca Solis 1588 + start Observationes Lunae,https://archive.org/details/operaomniaedidit11brahuoft/page/n268
p-XI-255,XI,255,1588,Moon,observation,GKS 312 folio,"Observationes Lunae (1588, Feb 25–27)",https://archive.org/details/operaomniaedidit11brahuoft/page/n269
p-XI-256,XI,256,1588,Moon,observation,GKS 312 folio,"Observationes Lunae (1588, Feb 28 / Feb / Mar 1)",https://archive.org/details/operaomniaedidit11brahuoft/page/n270
p-XI-257,XI,257,1588,Moon,observation,GKS 312 folio,Observationes Lunae + Eclipsis Lunae 2 Mar 1588,https://archive.org/details/operaomniaedidit11brahuoft/page/n271
p-XI-258,XI,258,1588,Moon,observation,GKS 312 folio,Eclipsis Lunae 2 Mar 1588 (ingress → mid),https://archive.org/details/operaomniaedidit11brahuoft/page/n272
p-XI-259,XI,259,1588,Moon,observation,GKS 312 folio,Eclipsis Lunae 2 Mar 1588 (mid → egress → end),https://archive.org/details/operaomniaedidit11brahuoft/page/n273
p-XI-260,XI,260,1588,Moon,observation,GKS 312 folio,Eclipsis Lunae 2 Mar 1588: In Observatorio Australi (Stjerneborg),https://archive.org/details/operaomniaedidit11brahuoft/page/n274
p-XI-262,XI,262,1588,Moon,observation,GKS 312 folio,Eclipsis Lunae 2 Mar 1588: Observatorio Australi (cont.) + reduction,https://archive.org/details/operaomniaedidit11brahuoft/page/n276
p-XI-263,XI,263,1588,Moon,observation,GKS 312 folio,Examinatio Eclipsis Lunaris Mechanica (2 Mar 1588),https://archive.org/details/operaomniaedidit11brahuoft/page/n277
p-XI-264,XI,264,1588,Moon,observation,GKS 312 folio,"Examen loci Lunae + Observationes Lunae (1588, Apr–May)",https://archive.org/details/operaomniaedidit11brahuoft/page/n278
p-XI-265,XI,265,1588,Moon,observation,GKS 312 folio,"Observationes Lunae + Loca Lunae (1588, Nov–Dec / pos. comp. Feb 23)",https://archive.org/details/operaomniaedidit11brahuoft/page/n279
p-XI-266,XI,266,1588,Moon,observation,GKS 312 folio,"Loca Lunae: position computations (1588, Feb 27–Mar 3)",https://archive.org/details/operaomniaedidit11brahuoft/page/n280
p-XI-268,XI,268,1588,Saturn,observation,GKS 312 folio,"Observationes Saturni (1588, Jan / Nov 5 opposition)",https://archive.org/details/operaomniaedidit11brahuoft/page/n282
p-XI-270,XI,270,1588,Saturn,observation,GKS 312 folio,"Observationes Saturni near opposition (1588, Nov–Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n284
p-XI-271,XI,271,1588,Jupiter,observation,GKS 312 folio,Loca Saturni (end) + Observationes Iovis (1588),https://archive.org/details/operaomniaedidit11brahuoft/page/n285
p-XI-272,XI,272,1588,Jupiter,observation,GKS 312 folio,"Observationes Iovis + Locus Iovis (1588, Jan–Feb)",https://archive.org/details/operaomniaedidit11brahuoft/page/n286
p-XI-273,XI,273,1588,Jupiter,observation,GKS 312 folio,"Observationes Iovis + Locus Iovis (1588, Feb–Nov)",https://archive.org/details/operaomniaedidit11brahuoft/page/n287
p-XI-274,XI,274,1588,Jupiter,observation,GKS 312 folio,"Observationes Iovis (1588, Nov–Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n288
p-XI-275,XI,275,1588,Mars,observation,GKS 312 folio,"Observationes Martis (1588, Feb / Oct / Nov)",https://archive.org/details/operaomniaedidit11brahuoft/page/n289
p-XI-277,XI,277,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Feb–Mar)",https://archive.org/details/operaomniaedidit11brahuoft/page/n291
p-XI-278,XI,278,1588,Venus,observation,GKS 312 folio,"Observationes Veneris: refraction near horizon (1588, Mar–Apr)",https://archive.org/details/operaomniaedidit11brahuoft/page/n292
p-XI-279,XI,279,1588,Venus,observation,GKS 312 folio,"Observationes Veneris: refraction near horizon (1588, Apr 16)",https://archive.org/details/operaomniaedidit11brahuoft/page/n293
p-XI-280,XI,280,1588,Venus,observation,GKS 312 folio,"Observationes Veneris + Sextant check (1588, Apr 16–25)",https://archive.org/details/operaomniaedidit11brahuoft/page/n294
p-XI-281,XI,281,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Apr 27 – Jul 25)",https://archive.org/details/operaomniaedidit11brahuoft/page/n295
p-XI-282,XI,282,1588,Venus,observation,GKS 312 folio,"Observationes Veneris: refraction + Locus ♀ (1588, Jul 25 / Oct)",https://archive.org/details/operaomniaedidit11brahuoft/page/n296
p-XI-283,XI,283,1588,Venus,observation,GKS 312 folio,"Observationes Veneris: dawn refraction (1588, Oct 26–27)",https://archive.org/details/operaomniaedidit11brahuoft/page/n297
p-XI-284,XI,284,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Nov 2–6)",https://archive.org/details/operaomniaedidit11brahuoft/page/n298
p-XI-285,XI,285,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Nov 10–26)",https://archive.org/details/operaomniaedidit11brahuoft/page/n299
p-XI-286,XI,286,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Nov cont. / Dec 5)",https://archive.org/details/operaomniaedidit11brahuoft/page/n300
p-XI-288,XI,288,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Dec 6–7)",https://archive.org/details/operaomniaedidit11brahuoft/page/n302
p-XI-289,XI,289,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Dec 7 cont.–15)",https://archive.org/details/operaomniaedidit11brahuoft/page/n303
p-XI-291,XI,291,1588,Venus,observation,GKS 312 folio,"Calculus loci Veneris + Observationes (1588, Dec 15–26)",https://archive.org/details/operaomniaedidit11brahuoft/page/n305
p-XI-292,XI,292,1588,Venus,observation,GKS 312 folio,"Observationes Veneris (1588, Dec 26–28)",https://archive.org/details/operaomniaedidit11brahuoft/page/n306
p-XI-293,XI,293,1588,Mercury,observation,GKS 312 folio,Observationes Mercurii + Stellarum Fixarum in Ariete (1588),https://archive.org/details/operaomniaedidit11brahuoft/page/n307
p-XI-294,XI,294,1588,Fixed stars,observation,GKS 312 folio,Observationes Stellarum Fixarum in Ariete & Tauro (1588),https://archive.org/details/operaomniaedidit11brahuoft/page/n308
p-XI-295,XI,295,1588,Fixed stars,observation,GKS 312 folio,Observationes Stellarum Fixarum in Geminis & Leone (1588),https://archive.org/details/operaomniaedidit11brahuoft/page/n309
p-XI-313,XI,313,1589,Sun,observation,GKS 312 folio,"Observationes Solis (1589, Jan 31 – Feb 9)",https://archive.org/details/operaomniaedidit11brahuoft/page/n327
p-XI-314,XI,314,1589,Sun,observation,GKS 312 folio,"Observationes Solis + crepusculum (1589, Feb 10–11)",https://archive.org/details/operaomniaedidit11brahuoft/page/n328
p-XI-320,XI,320,1589,Sun,observation,GKS 312 folio,"Observationes Solis: solstice/obliquity (1589, May 26 – Jun 12)",https://archive.org/details/operaomniaedidit11brahuoft/page/n334
p-XI-321,XI,321,1589,Sun,observation,GKS 312 folio,"Observationes Solis: solstice/obliquity (1589, Jun 12–20)",https://archive.org/details/operaomniaedidit11brahuoft/page/n335
p-XI-324,XI,324,1589,Sun,observation,GKS 312 folio,"Observationes Solis: winter approach (1589, Nov–Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n338
p-XI-326,XI,326,1589,Sun,observation,GKS 312 folio,Solis refractio (end) + Observationes Saturni (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n340
p-XI-327,XI,327,1589,Saturn,observation,GKS 312 folio,"Observationes Saturni + Pro loco Saturni (1589, Nov–Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n341
p-XI-329,XI,329,1589,Jupiter,observation,GKS 312 folio,"Pro loco Iovis (1589, Jan–Mar)",https://archive.org/details/operaomniaedidit11brahuoft/page/n343
p-XI-330,XI,330,1589,Mars,observation,GKS 312 folio,Observationes Iovis + Observationes Martis (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n344
p-XI-331,XI,331,1589,Mars,observation,GKS 312 folio,"Observationes Martis (1589, Mar–Apr)",https://archive.org/details/operaomniaedidit11brahuoft/page/n345
p-XI-332,XI,332,1589,Mars,observation,GKS 312 folio,"Observationes Martis + Pro loco Martis (1589, Apr 5–20)",https://archive.org/details/operaomniaedidit11brahuoft/page/n346
p-XI-333,XI,333,1589,Mars,observation,GKS 312 folio,"Pro loco Martis (1589, Apr 5–24)",https://archive.org/details/operaomniaedidit11brahuoft/page/n347
p-XI-334,XI,334,1589,Mars,observation,GKS 312 folio,Examinatio observationum Martis (three-system table) (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n348
p-XI-335,XI,335,1589,Mars,observation,GKS 312 folio,"Observationes Martis + Loca Martis (1589, May–Dec)",https://archive.org/details/operaomniaedidit11brahuoft/page/n349
p-XI-336,XI,336,1589,Mars,observation,GKS 312 folio,Loca Martis (end) + Observationes Veneris (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n350
p-XI-337,XI,337,1589,Venus,observation,GKS 312 folio,"Observationes Veneris (1589, Jan 6 – Feb 12)",https://archive.org/details/operaomniaedidit11brahuoft/page/n351
p-XI-338,XI,338,1589,Venus,observation,GKS 312 folio,Observationes (Saturni/Veneris end) + Observationes Mercurii (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n352
p-XI-339,XI,339,1589,Mercury,observation,GKS 312 folio,"Observationes Mercurii + comparison table (1589, Mar)",https://archive.org/details/operaomniaedidit11brahuoft/page/n353
p-XI-341,XI,341,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Arietis/Andromedae per Armillas (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n355
p-XI-342,XI,342,1589,,observation,GKS 312 folio,Declinationes earundem (Arietis) + Nov–Dec confirmations (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n356
p-XI-344,XI,344,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Tauri per Armillas (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n358
p-XI-345,XI,345,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Tauri (cont.) + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n359
p-XI-346,XI,346,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Tauri (cont.) (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n360
p-XI-347,XI,347,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Tauri (cont.) + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n361
p-XI-349,XI,349,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Geminorum (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n363
p-XI-350,XI,350,1589,Fixed stars,observation,GKS 312 folio,Declinationes/distantiae stellarum Geminorum (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n364
p-XI-351,XI,351,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Geminorum (end) + repeated decl. (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n365
p-XI-352,XI,352,1589,,observation,GKS 312 folio,Asterismus Cancri + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n366
p-XI-353,XI,353,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Cancri + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n367
p-XI-354,XI,354,1589,,observation,GKS 312 folio,Asterismus Leonis + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n368
p-XI-355,XI,355,1589,Fixed stars,observation,GKS 312 folio,Declinationes/distantiae stellarum Leonis (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n369
p-XI-356,XI,356,1589,Fixed stars,observation,GKS 312 folio,Declinationes stellarum Leonis (cont.) + altitudines (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n370
p-XI-357,XI,357,1589,,observation,GKS 312 folio,Asterismus Virginis + distantiae (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n371
p-XI-358,XI,358,1589,Fixed stars,observation,GKS 312 folio,Distantiae stellarum Virginis (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n372
p-XI-359,XI,359,1589,Fixed stars,observation,GKS 312 folio,Declinationes/distantiae stellarum Virginis (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n373
p-XI-360,XI,360,1589,,observation,GKS 312 folio,Declinationes Virginis (end) + Asterismus Libræ (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n374
p-XI-361,XI,361,1589,,observation,GKS 312 folio,Declinationes Libræ + Asterismus Scorpii (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n375
p-XI-362,XI,362,1589,,observation,GKS 312 folio,Asterismus Sagittarii + Capricorni (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n376
p-XI-363,XI,363,1589,,observation,GKS 312 folio,Capricorni/Aquarii distantiae + Asterismus Aquarii (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n377
p-XI-365,XI,365,1589,Fixed stars,observation,GKS 312 folio,Distantiae/Declinationes stellarum Aquarii (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n379
p-XI-366,XI,366,1589,Fixed stars,observation,GKS 312 folio,Distantiae stellarum Aquarii (1589),https://archive.org/details/operaomniaedidit11brahuoft/page/n380
